['2024-12-17 17:24:44.843612', {'0x433b0b38': 1}]
['2024-12-17 17:24:44.849911', {'0x433b0b38': 2}]
['2024-12-17 17:27:40.106924', {'0x433b0b38': 14, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 3}]
['2024-12-17 17:27:43.157663', {'0x433b0b38': 14, '0x336918e8': 6, '0x433aca0c': 5, '0x43590ff4': 3}]
['2024-12-17 17:27:47.527725', {'0x433b0b38': 14, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 3}]
['2024-12-17 17:28:20.986002', {'0x433b0b38': 15, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 3}]
['2024-12-17 17:28:37.262378', {'0x433b0b38': 15, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 4}]
['2024-12-17 17:28:40.071379', {'0x433b0b38': 16, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 4}]
['2024-12-17 17:28:46.469725', {'0x433b0b38': 16, '0x336918e8': 7, '0x433aca0c': 6, '0x43590ff4': 4}]
['2024-12-17 17:28:47.093062', {'0x433b0b38': 16, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 4}]
['2024-12-17 17:29:21.542043', {'0x433b0b38': 17, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 4}]
['2024-12-17 17:29:22.136732', {'0x433b0b38': 18, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 4}]
['2024-12-17 17:29:37.176293', {'0x433b0b38': 18, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 5}]
['2024-12-17 17:29:40.552553', {'0x433b0b38': 19, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 5}]
['2024-12-17 17:29:46.418538', {'0x433b0b38': 19, '0x336918e8': 7, '0x433aca0c': 8, '0x43590ff4': 5}]
['2024-12-17 17:29:50.234940', {'0x433b0b38': 19, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 5}]
['2024-12-17 17:30:21.172531', {'0x433b0b38': 20, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 5}]
['2024-12-17 17:30:21.988992', {'0x433b0b38': 21, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 5}]
['2024-12-17 17:30:37.266123', {'0x433b0b38': 21, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 6}]
['2024-12-17 17:30:38.842267', {'0x433b0b38': 21, '0x336918e8': 9, '0x433aca0c': 8, '0x43590ff4': 6}]
['2024-12-17 17:30:42.002614', {'0x433b0b38': 22, '0x336918e8': 9, '0x433aca0c': 8, '0x43590ff4': 6}]
['2024-12-17 17:30:45.718287', {'0x433b0b38': 22, '0x336918e8': 10, '0x433aca0c': 8, '0x43590ff4': 6}]
['2024-12-17 17:30:47.992241', {'0x433b0b38': 22, '0x336918e8': 10, '0x433aca0c': 9, '0x43590ff4': 6}]
['2024-12-17 17:31:21.709661', {'0x433b0b38': 23, '0x336918e8': 10, '0x433aca0c': 9, '0x43590ff4': 6}]
['2024-12-17 17:31:37.239077', {'0x433b0b38': 23, '0x336918e8': 10, '0x433aca0c': 9, '0x43590ff4': 7}]
['2024-12-17 17:31:40.274120', {'0x433b0b38': 24, '0x336918e8': 10, '0x433aca0c': 9, '0x43590ff4': 7}]
['2024-12-17 17:31:43.827447', {'0x433b0b38': 24, '0x336918e8': 11, '0x433aca0c': 9, '0x43590ff4': 7}]
['2024-12-17 17:31:47.541245', {'0x433b0b38': 24, '0x336918e8': 11, '0x433aca0c': 10, '0x43590ff4': 7}]
['2024-12-17 17:32:21.953488', {'0x433b0b38': 25, '0x336918e8': 11, '0x433aca0c': 10, '0x43590ff4': 7}]
['2024-12-17 17:32:37.247907', {'0x433b0b38': 25, '0x336918e8': 11, '0x433aca0c': 10, '0x43590ff4': 8}]
['2024-12-17 17:32:40.467308', {'0x433b0b38': 26, '0x336918e8': 11, '0x433aca0c': 10, '0x43590ff4': 8}]
['2024-12-17 17:32:43.774332', {'0x433b0b38': 26, '0x336918e8': 12, '0x433aca0c': 10, '0x43590ff4': 8}]
['2024-12-17 17:32:48.233267', {'0x433b0b38': 26, '0x336918e8': 12, '0x433aca0c': 11, '0x43590ff4': 8}]
