datetime,fromNode,ch3Voltage,ch3Current,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:09:31.584824,0x433b0b38,4.73125,-5.0,6.0,-19,5,5
2024-12-17 18:14:32.241067,0x433b0b38,4.73,-3.75,6.0,-19,5,5
2024-12-17 18:19:33.336238,0x433b0b38,4.73125,-3.75,6.0,-19,5,5
