['2024-12-17 18:31:06.070101', {'0x433b0b38': 1}]
['2024-12-17 18:31:06.075353', {'0x433b0b38': 2}]
['2024-12-17 18:31:06.080580', {'0x433b0b38': 3}]
['2024-12-17 18:31:06.085144', {'0x433b0b38': 3, '0x336918e8': 1}]
['2024-12-17 18:31:06.103290', {'0x433b0b38': 3, '0x336918e8': 1, '0x433aca0c': 1}]
['2024-12-17 18:31:06.132915', {'0x433b0b38': 4, '0x336918e8': 1, '0x433aca0c': 1}]
['2024-12-17 18:31:06.160518', {'0x433b0b38': 5, '0x336918e8': 1, '0x433aca0c': 1}]
['2024-12-17 18:31:06.190034', {'0x433b0b38': 6, '0x336918e8': 1, '0x433aca0c': 1}]
['2024-12-17 18:31:06.218667', {'0x433b0b38': 6, '0x336918e8': 2, '0x433aca0c': 1}]
['2024-12-17 18:31:06.244909', {'0x433b0b38': 6, '0x336918e8': 2, '0x433aca0c': 2}]
['2024-12-17 18:31:35.286271', {'0x433b0b38': 7, '0x336918e8': 2, '0x433aca0c': 2}]
['2024-12-17 18:31:39.607406', {'0x433b0b38': 7, '0x336918e8': 2, '0x433aca0c': 2, '0x43590ff4': 1}]
['2024-12-17 18:31:41.567482', {'0x433b0b38': 8, '0x336918e8': 2, '0x433aca0c': 2, '0x43590ff4': 1}]
['2024-12-17 18:31:54.517101', {'0x433b0b38': 8, '0x336918e8': 3, '0x433aca0c': 2, '0x43590ff4': 1}]
['2024-12-17 18:31:58.773991', {'0x433b0b38': 8, '0x336918e8': 3, '0x433aca0c': 3, '0x43590ff4': 1}]
['2024-12-17 18:32:36.094389', {'0x433b0b38': 9, '0x336918e8': 3, '0x433aca0c': 3, '0x43590ff4': 1}]
['2024-12-17 18:32:39.647542', {'0x433b0b38': 9, '0x336918e8': 3, '0x433aca0c': 3, '0x43590ff4': 2}]
['2024-12-17 18:32:41.571039', {'0x433b0b38': 10, '0x336918e8': 3, '0x433aca0c': 3, '0x43590ff4': 2}]
['2024-12-17 18:32:54.700071', {'0x433b0b38': 10, '0x336918e8': 4, '0x433aca0c': 3, '0x43590ff4': 2}]
['2024-12-17 18:32:58.781036', {'0x433b0b38': 10, '0x336918e8': 4, '0x433aca0c': 4, '0x43590ff4': 2}]
['2024-12-17 18:33:35.738064', {'0x433b0b38': 11, '0x336918e8': 4, '0x433aca0c': 4, '0x43590ff4': 2}]
['2024-12-17 18:33:39.763712', {'0x433b0b38': 11, '0x336918e8': 4, '0x433aca0c': 4, '0x43590ff4': 3}]
['2024-12-17 18:33:41.644125', {'0x433b0b38': 12, '0x336918e8': 4, '0x433aca0c': 4, '0x43590ff4': 3}]
['2024-12-17 18:33:54.925196', {'0x433b0b38': 12, '0x336918e8': 5, '0x433aca0c': 4, '0x43590ff4': 3}]
['2024-12-17 18:33:59.216184', {'0x433b0b38': 12, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 3}]
['2024-12-17 18:34:36.680454', {'0x433b0b38': 13, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 3}]
['2024-12-17 18:34:37.350185', {'0x433b0b38': 14, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 3}]
['2024-12-17 18:34:39.887702', {'0x433b0b38': 14, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 4}]
['2024-12-17 18:34:41.641834', {'0x433b0b38': 15, '0x336918e8': 5, '0x433aca0c': 5, '0x43590ff4': 4}]
['2024-12-17 18:34:55.178323', {'0x433b0b38': 15, '0x336918e8': 6, '0x433aca0c': 5, '0x43590ff4': 4}]
['2024-12-17 18:34:59.355357', {'0x433b0b38': 15, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 4}]
['2024-12-17 18:35:36.860576', {'0x433b0b38': 16, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 4}]
['2024-12-17 18:35:39.886970', {'0x433b0b38': 16, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 5}]
['2024-12-17 18:35:41.611006', {'0x433b0b38': 17, '0x336918e8': 6, '0x433aca0c': 6, '0x43590ff4': 5}]
['2024-12-17 18:35:55.351199', {'0x433b0b38': 17, '0x336918e8': 7, '0x433aca0c': 6, '0x43590ff4': 5}]
['2024-12-17 18:35:59.424413', {'0x433b0b38': 17, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 5}]
['2024-12-17 18:36:24.644439', {'0x433b0b38': 18, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 5}]
['2024-12-17 18:36:36.432813', {'0x433b0b38': 19, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 5}]
['2024-12-17 18:36:40.000929', {'0x433b0b38': 19, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 6}]
['2024-12-17 18:36:42.142014', {'0x433b0b38': 20, '0x336918e8': 7, '0x433aca0c': 7, '0x43590ff4': 6}]
['2024-12-17 18:36:55.619288', {'0x433b0b38': 20, '0x336918e8': 8, '0x433aca0c': 7, '0x43590ff4': 6}]
['2024-12-17 18:37:01.974580', {'0x433b0b38': 20, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 6}]
['2024-12-17 18:37:36.672813', {'0x433b0b38': 21, '0x336918e8': 8, '0x433aca0c': 8, '0x43590ff4': 6}]
