datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 20:31:16.272495,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:31:20.794574,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:32:04.028881,0x433b0b38,,,,,,,7.25,-19,5,5
2024-12-17 20:32:16.461372,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 20:32:21.035462,0x433aca0c,,,,,,,5.5,-7,3,3
2024-12-17 20:33:03.692000,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:33:16.713380,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 20:33:21.329566,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 20:34:03.946881,0x433b0b38,,,,,,,7.0,-21,5,5
2024-12-17 20:34:16.895342,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 20:34:21.358605,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:35:04.996189,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 20:35:17.000450,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 20:35:21.426730,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:36:04.420998,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 20:36:17.335450,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 20:36:23.211687,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:37:04.647059,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 20:37:17.363325,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 20:37:21.972696,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:38:04.871103,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 20:38:17.539620,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 20:38:21.981660,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:39:05.100300,0x433b0b38,,,,,,,7.0,-19,5,5
2024-12-17 20:39:17.804654,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:39:22.251831,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 20:40:06.191202,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 20:40:17.994736,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:40:22.518880,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:41:05.590345,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 20:41:18.242820,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 20:41:26.044952,0x433aca0c,,,,,,,6.75,-7,3,3
2024-12-17 20:42:06.125401,0x433b0b38,,,,,,,7.25,-20,5,5
