datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 20:42:18.272806,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 20:42:23.007983,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:43:06.020492,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 20:43:18.540731,0x336918e8,,,,,,,6.75,-22,5,5
2024-12-17 20:43:23.074989,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:44:06.252464,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:44:18.711808,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 20:44:23.092123,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:45:06.708338,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:45:18.817753,0x336918e8,,,,,,,5.5,-22,5,5
2024-12-17 20:45:23.285921,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 20:46:06.707385,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 20:46:18.999812,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 20:46:23.620988,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:47:06.958247,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 20:47:19.334671,0x336918e8,,,,,,,5.5,-23,5,5
2024-12-17 20:47:23.724748,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:48:07.209280,0x433b0b38,,,,,,,7.0,-19,5,5
2024-12-17 20:48:19.523615,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 20:48:23.908701,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:49:07.419328,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:49:19.699673,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:49:24.002755,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:50:08.542256,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:50:19.881715,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:50:24.197742,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 20:51:07.872362,0x433b0b38,,,,,,,6.75,-19,5,5
2024-12-17 20:51:19.908726,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 20:51:24.374713,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:52:08.105307,0x433b0b38,,,,,,,6.75,-19,5,5
2024-12-17 20:52:20.245706,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:52:24.635879,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:53:08.350239,0x433b0b38,,,,,,,7.5,-19,5,5
2024-12-17 20:53:20.426688,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:53:25.005726,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 20:54:08.567412,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 20:54:20.455567,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 20:54:25.005766,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 20:55:09.010339,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 20:55:20.791587,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 20:55:25.104922,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:56:09.015349,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 20:56:20.806765,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 20:56:25.285882,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:57:09.271445,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 20:57:21.000764,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 20:57:25.486163,0x433aca0c,,,,,,,5.5,-6,3,3
2024-12-17 20:58:10.029321,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 20:58:21.177785,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 20:58:29.575960,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 20:59:10.342557,0x433b0b38,,,,,,,7.0,-21,5,5
2024-12-17 20:59:21.350752,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 20:59:26.082734,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 21:00:10.717381,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 21:00:21.546694,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 21:00:26.453902,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 21:01:10.753090,0x433b0b38,,,,,,,7.75,-19,5,5
2024-12-17 21:01:21.805718,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 21:01:29.581111,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 21:02:10.902428,0x433b0b38,,,,,,,7.25,-19,5,5
2024-12-17 21:02:21.918036,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 21:02:26.571050,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 21:03:11.179455,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 21:03:22.089175,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 21:03:26.830077,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 21:04:11.499654,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 21:04:22.464073,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 21:04:26.838713,0x433aca0c,,,,,,,5.25,-6,3,3
2024-12-17 21:05:12.139640,0x433b0b38,,,,,,,7.75,-20,5,5
2024-12-17 21:05:22.452018,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 21:05:27.115964,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 21:06:12.006479,0x433b0b38,,,,,,,7.0,-19,5,5
2024-12-17 21:06:22.834914,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 21:06:27.556110,0x433aca0c,,,,,,,5.5,-6,3,3
2024-12-17 21:07:12.362545,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 21:07:22.980920,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 21:07:27.477101,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 21:08:12.321740,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 21:08:23.155092,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 21:08:27.737098,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 21:09:12.617853,0x433b0b38,,,,,,,7.75,-19,5,5
2024-12-17 21:09:23.516054,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 21:09:27.849122,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 21:10:13.912761,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 21:10:23.441975,0x336918e8,,,,,,,6.75,-22,5,5
2024-12-17 21:10:30.602435,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 21:11:13.090952,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 21:11:23.734915,0x336918e8,,,,,,,7.0,-23,5,5
2024-12-17 21:11:28.356201,0x433aca0c,,,,,,,6.25,-5,3,3
