datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:35:12.160633,0x433b0b38,27.293314,34.70971,1022.51324,150.85445,62,,,7.25,-17,5,5
2024-12-17 17:35:12.189693,0x433aca0c,27.84627,33.062344,1023.0441,232.38095,84,,,6.25,-6,3,3
2024-12-17 17:35:12.276754,0x433b0b38,27.301025,34.69551,1022.5402,150.72122,64,,,7.25,-17,5,5
2024-12-17 17:35:40.937483,0x433b0b38,27.30874,34.671017,1022.5501,151.38971,62,,,7.0,-17,5,5
2024-12-17 17:36:43.997381,0x433b0b38,27.303598,34.67034,1022.5547,150.72122,66,,,7.5,-17,5,5
2024-12-17 17:37:40.515333,0x433b0b38,27.301025,34.682076,1022.5218,148.62119,68,,,5.75,-19,5,5
2024-12-17 17:38:40.554104,0x433b0b38,27.306168,34.67056,1022.4769,151.25555,60,,,6.0,-18,5,5
2024-12-17 17:39:41.555073,0x433b0b38,27.306168,34.70633,1022.487,147.8487,76,,,6.25,-19,5,5
2024-12-17 17:40:40.641135,0x433b0b38,27.32931,34.62213,1022.43646,150.32295,63,,,5.75,-19,5,5
2024-12-17 17:41:40.579006,0x433b0b38,27.334452,34.591267,1022.452,151.65877,59,,,6.0,-18,5,5
2024-12-17 17:42:40.657939,0x433b0b38,27.324167,34.616344,1022.43097,152.19977,57,,,6.25,-18,5,5
2024-12-17 17:43:40.561951,0x433b0b38,27.319025,34.647293,1022.4388,151.92879,57,,,6.5,-18,5,5
2024-12-17 17:44:40.874007,0x433b0b38,27.334452,34.606297,1022.4554,151.79366,62,,,6.5,-18,5,5
2024-12-17 17:45:40.579929,0x433b0b38,27.34731,34.574543,1022.44257,152.06416,58,,,7.0,-17,5,5
2024-12-17 17:46:40.594962,0x433b0b38,27.352451,34.571667,1022.4565,153.01852,55,,,6.0,-17,5,5
2024-12-17 17:47:40.610970,0x433b0b38,27.339598,34.575417,1022.4224,152.3356,62,,,6.75,-17,5,5
2024-12-17 17:48:40.620943,0x433b0b38,27.321598,34.69601,1022.4349,148.62119,71,,,6.0,-18,5,5
2024-12-17 17:49:41.287947,0x433b0b38,27.337025,34.5803,1022.46655,151.92879,59,,,6.75,-17,5,5
2024-12-17 17:50:41.162733,0x433b0b38,27.319025,34.598698,1022.4824,151.92879,58,,,6.5,-17,5,5
2024-12-17 17:51:41.291837,0x433b0b38,27.32674,34.58441,1022.4923,152.06416,57,,,7.0,-16,5,5
2024-12-17 17:52:21.042954,0x433aca0c,27.656992,33.097847,1023.0095,234.69066,86,,,6.5,-5,3,3
2024-12-17 17:52:41.344656,0x433b0b38,27.337025,34.551422,1022.50684,152.47171,55,,,6.25,-17,5,5
2024-12-17 17:53:41.367965,0x433b0b38,27.331882,34.539352,1022.5064,152.3356,54,,,7.25,-17,5,5
2024-12-17 17:54:40.782026,0x433b0b38,27.331882,34.5426,1022.48285,152.47171,54,,,6.25,-17,5,5
2024-12-17 17:55:40.811209,0x433b0b38,27.32674,34.545822,1022.494,150.9879,68,,,6.0,-16,5,5
2024-12-17 17:56:40.834349,0x433b0b38,27.339598,34.517128,1022.50464,152.06416,58,,,6.5,-17,5,5
2024-12-17 17:57:40.855459,0x433b0b38,27.339598,34.512184,1022.50464,152.3356,56,,,6.75,-16,5,5
