datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 11:37:17.354851,0x43590ff4,101,4.243,0.75333333,0.88341665,,5,,
2024-12-17 11:38:17.537058,0x43590ff4,101,4.218,0.75333333,0.88341665,,5,,
2024-12-17 11:39:17.409476,0x43590ff4,101,4.233,2.0266666,0.9000833,,5,,
2024-12-17 11:39:18.462521,0x433aca0c,92,4.082,2.7533333,0.91786116,6.5,3,-5,3
2024-12-17 11:41:17.700886,0x43590ff4,101,4.22,,0.9162778,,5,,
2024-12-17 11:42:17.824143,0x43590ff4,101,4.242,,0.9162778,,5,,
2024-12-17 11:43:17.920240,0x43590ff4,101,4.238,,0.9162778,,5,,
2024-12-17 11:44:17.805344,0x43590ff4,101,4.208,1.48,0.9162778,,5,,
2024-12-17 11:45:17.887506,0x43590ff4,101,4.21,0.7266667,0.8996111,,5,,
2024-12-17 11:46:18.076613,0x43590ff4,101,4.236,0.7266667,0.88341665,,5,,
2024-12-17 11:47:18.011727,0x43590ff4,100,4.197,0.7266667,0.88341665,,5,,
2024-12-17 11:48:17.986694,0x43590ff4,101,4.226,0.7266667,0.88341665,,5,,
2024-12-17 11:49:18.139165,0x43590ff4,101,4.207,0.7266667,0.88341665,,5,,
2024-12-17 11:50:18.175844,0x43590ff4,101,4.233,,0.88341665,,5,,
2024-12-17 11:51:18.094061,0x43590ff4,100,4.198,,0.88341665,,5,,
2024-12-17 11:52:18.328291,0x43590ff4,101,4.234,0.7266667,0.88341665,,5,,
2024-12-17 11:53:18.187383,0x43590ff4,101,4.23,,0.88341665,,5,,
2024-12-17 11:54:18.284370,0x43590ff4,101,4.216,,0.88341665,,5,,
2024-12-17 11:55:18.299285,0x43590ff4,100,4.195,,0.88341665,,5,,
2024-12-17 11:56:18.329599,0x43590ff4,101,4.209,,0.88341665,,5,,
2024-12-17 11:57:18.381584,0x43590ff4,101,4.211,2.0266666,0.9000833,,5,,
2024-12-17 11:57:21.725697,0x433aca0c,92,4.084,3.506667,0.91786116,6.0,3,-6,3
2024-12-17 11:58:18.518701,0x43590ff4,101,4.209,,0.9162778,,5,,
2024-12-17 11:59:18.609681,0x43590ff4,100,4.197,1.19,0.92399997,,5,,
2024-12-17 12:00:18.631636,0x43590ff4,101,4.245,,0.92399997,,5,,
2024-12-17 12:01:18.553726,0x43590ff4,101,4.246,,0.92399997,,5,,
2024-12-17 12:02:18.537625,0x43590ff4,101,4.232,,0.92399997,,5,,
2024-12-17 12:03:18.581774,0x43590ff4,101,4.247,,0.88250005,,5,,
2024-12-17 12:04:18.638892,0x43590ff4,101,4.226,1.48,0.86630553,,5,,
2024-12-17 12:05:18.862783,0x43590ff4,101,4.236,1.48,0.86630553,,5,,
2024-12-17 12:06:18.849857,0x43590ff4,101,4.211,1.48,0.8496389,,5,,5
2024-12-17 12:07:18.992938,0x43590ff4,99,4.182,2.48,0.86630553,,5,,
2024-12-17 12:08:18.926899,0x43590ff4,99,4.189,1.48,0.86630553,,5,,
2024-12-17 12:09:19.108168,0x43590ff4,101,4.237,1.48,0.86630553,,5,,
2024-12-17 12:10:19.003961,0x43590ff4,101,4.217,1.48,0.86630553,,5,,
2024-12-17 12:11:19.200909,0x43590ff4,101,4.228,1.48,0.86630553,,5,,
2024-12-17 12:12:19.156133,0x43590ff4,101,4.213,1.48,0.86630553,,5,,
2024-12-17 12:13:19.126112,0x43590ff4,101,4.219,1.48,0.86630553,,5,,
2024-12-17 12:14:19.280989,0x43590ff4,101,4.225,1.48,0.86630553,,5,,
2024-12-17 12:15:19.250309,0x43590ff4,101,4.204,2.7533333,0.88297224,,5,,
2024-12-17 12:15:25.106717,0x433aca0c,91,4.076,2.7533333,0.91238886,6.75,3,-6,3
2024-12-17 12:16:19.393219,0x43590ff4,101,4.209,2.6983333,0.8991667,,5,,
2024-12-17 12:17:19.343476,0x43590ff4,101,4.218,0.7266667,0.8991667,,5,,
2024-12-17 12:18:19.417293,0x43590ff4,101,4.223,0.7266667,0.8991667,,5,,
2024-12-17 12:19:19.455558,0x43590ff4,101,4.212,0.7266667,0.8991667,,5,,
2024-12-17 12:20:19.557459,0x43590ff4,101,4.228,,0.8991667,,5,,
2024-12-17 12:21:19.483570,0x43590ff4,101,4.213,,0.86630553,,5,,
2024-12-17 12:22:19.554518,0x43590ff4,101,4.21,,0.86630553,,5,,
2024-12-17 12:23:19.577628,0x43590ff4,101,4.217,0.7266667,0.86630553,,5,,
2024-12-17 12:24:19.591646,0x43590ff4,101,4.256,,0.86630553,,5,,
2024-12-17 12:25:19.639782,0x43590ff4,101,4.219,1.48,0.86630553,,5,,
2024-12-17 12:26:19.710565,0x43590ff4,101,4.241,1.48,0.86630553,,5,,
2024-12-17 12:27:19.827798,0x43590ff4,101,4.248,1.48,0.86630553,,5,,
2024-12-17 12:28:19.819730,0x43590ff4,101,4.203,1.48,0.86630553,,5,,
2024-12-17 12:29:19.869941,0x43590ff4,101,4.252,1.48,0.86630553,,5,,
2024-12-17 12:30:20.006881,0x43590ff4,101,4.25,1.48,0.86630553,,5,,
2024-12-17 12:31:20.031806,0x43590ff4,101,4.217,1.48,0.86630553,,5,,
2024-12-17 12:32:19.898057,0x43590ff4,101,4.24,1.48,0.86630553,,5,,
2024-12-17 12:33:19.938940,0x43590ff4,100,4.197,3.506667,0.88297224,,5,,
2024-12-17 12:33:28.156180,0x433aca0c,91,4.071,3.506667,0.91238886,6.5,3,-6,3
2024-12-17 12:34:19.979852,0x43590ff4,101,4.268,3.4516666,0.8991667,,5,,
2024-12-17 12:35:20.019959,0x43590ff4,101,4.219,1.48,0.8991667,,5,,
2024-12-17 12:36:20.229139,0x43590ff4,101,4.237,1.48,0.88250005,,5,,5
