datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:07:38.736600,0x336918e8,,,,,,,6.25,-24,5,5
2024-12-17 17:07:42.376693,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:08:15.860907,0x433b0b38,,,,,,,6.25,-19,5,5
2024-12-17 17:08:38.994320,0x336918e8,,,,,,,6.25,-24,5,5
2024-12-17 17:08:45.378909,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:09:16.830901,0x433b0b38,,,,,,,6.25,-19,5,5
2024-12-17 17:09:39.004815,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 17:09:42.521724,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:10:16.313898,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:10:40.273986,0x336918e8,,,,,,,6.0,-24,5,5
2024-12-17 17:10:43.424802,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 17:11:16.546067,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:11:39.540778,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 17:11:42.881176,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:12:17.547991,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:12:39.568817,0x336918e8,,,,,,,7.25,-23,5,5
2024-12-17 17:12:43.031986,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:13:17.018149,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:13:40.281963,0x336918e8,,,,,,,6.0,-24,5,5
2024-12-17 17:13:44.064882,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 17:14:18.236361,0x433b0b38,,,,,,,6.25,-19,5,5
2024-12-17 17:14:40.027354,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 17:14:43.615067,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:15:17.483159,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 17:15:41.406066,0x336918e8,,,,,,,7.0,-23,5,5
2024-12-17 17:15:44.876291,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:16:18.215540,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:16:42.037189,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 17:16:44.853153,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 17:17:17.939217,0x433b0b38,,,,,,,6.25,-19,5,5
2024-12-17 17:17:41.656077,0x336918e8,,,,,,,6.75,-24,5,5
2024-12-17 17:17:47.144254,0x433aca0c,,,,,,,6.75,-7,3,3
2024-12-17 17:18:18.405295,0x433b0b38,,,,,,,6.75,-16,5,5
2024-12-17 17:18:44.142208,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 17:18:44.845291,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:19:18.401056,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:19:43.879921,0x336918e8,,,,,,,6.75,-23,5,5
2024-12-17 17:19:45.479056,0x433aca0c,,,,,,,6.5,-5,3,3
2024-12-17 17:20:18.672962,0x433b0b38,,,,,,,5.75,-18,5,5
2024-12-17 17:20:43.218578,0x336918e8,,,,,,,6.0,-21,5,5
2024-12-17 17:20:45.865859,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:21:19.393717,0x433b0b38,,,,,,,6.5,-19,5,5
2024-12-17 17:21:42.602325,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 17:21:46.681377,0x433aca0c,,,,,,,6.25,-6,3,3
