datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:24:44.842142,0x433b0b38,,,,,,,6.75,-17,5,5
2024-12-17 17:24:44.854509,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 17:24:44.859696,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:24:44.872776,0x433b0b38,,,,,,,7.75,-17,5,5
2024-12-17 17:24:44.932199,0x336918e8,,,,,,,7.25,-23,5,5
2024-12-17 17:24:44.958495,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:24:45.015072,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 17:24:45.102690,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 17:24:46.933729,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:25:20.284662,0x433b0b38,,,,,,,7.25,-17,5,5
2024-12-17 17:25:44.545702,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 17:25:47.109637,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:26:20.022451,0x433b0b38,,,,,,,7.75,-17,5,5
2024-12-17 17:26:44.129381,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 17:26:47.751486,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:27:20.251595,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:27:43.157163,0x336918e8,,,,,,,7.0,-23,5,5
2024-12-17 17:27:47.527290,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 17:28:20.985509,0x433b0b38,,,,,,,6.75,-18,5,5
2024-12-17 17:28:46.469188,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 17:28:47.092571,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:29:22.136312,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:29:46.418030,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:29:50.234333,0x336918e8,,,,,,,7.25,-22,5,5
2024-12-17 17:30:21.172015,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 17:30:45.717731,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 17:30:47.991894,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:31:21.709117,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 17:31:43.826786,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:31:47.540764,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:32:21.952978,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 17:32:43.773731,0x336918e8,,,,,,,6.25,-24,5,5
2024-12-17 17:32:48.232760,0x433aca0c,,,,,,,6.25,-6,3,3
