datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 06:36:58.446262,0x43590ff4,101,4.205,,0.050888892,,5,,
2024-12-17 06:37:58.512177,0x43590ff4,101,4.236,,0.050888892,,5,,
2024-12-17 06:38:58.559306,0x43590ff4,99,4.177,,0.050888892,,5,,
2024-12-17 06:39:58.609413,0x43590ff4,101,4.204,,0.050888892,,5,,
2024-12-17 06:40:58.679444,0x43590ff4,101,4.236,,0.050888892,,5,,
2024-12-17 06:41:58.728743,0x43590ff4,101,4.225,,0.050888892,,5,,
2024-12-17 06:42:58.765518,0x43590ff4,101,4.207,,0.050888892,,5,,
2024-12-17 06:43:58.822748,0x43590ff4,101,4.233,,0.050888892,,5,,
2024-12-17 06:44:58.881695,0x43590ff4,101,4.246,,0.050888892,,5,,
2024-12-17 06:45:58.725661,0x43590ff4,101,4.261,,0.050888892,,5,,
2024-12-17 06:46:58.779810,0x43590ff4,101,4.214,,0.050888892,,5,,
2024-12-17 06:47:58.846796,0x43590ff4,101,4.235,,0.050888892,,5,,
2024-12-17 06:48:58.892821,0x43590ff4,101,4.251,,0.050888892,,5,,
2024-12-17 06:49:58.945959,0x43590ff4,101,4.243,,0.050888892,,5,,
2024-12-17 06:50:59.003053,0x43590ff4,101,4.205,,0.050888892,,5,,
2024-12-17 06:51:59.062096,0x43590ff4,101,4.209,,0.050888892,,5,,
2024-12-17 06:52:59.108284,0x43590ff4,101,4.237,,0.050888892,,5,,
2024-12-17 06:53:59.154067,0x43590ff4,101,4.238,,0.050888892,,5,,
2024-12-17 06:54:59.219335,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-17 06:55:59.286243,0x43590ff4,101,4.25,,0.050888892,,5,,
2024-12-17 06:56:59.345209,0x43590ff4,101,4.216,,0.050888892,,5,,
2024-12-17 06:57:59.391368,0x43590ff4,101,4.242,,0.050888892,,5,,
2024-12-17 06:58:59.453189,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 06:59:59.296478,0x43590ff4,101,4.248,,0.031055557,,5,,
2024-12-17 07:00:59.360322,0x43590ff4,101,4.206,,0.031055557,,5,,
2024-12-17 07:01:59.414532,0x43590ff4,100,4.197,,0.031055557,,5,,
2024-12-17 07:02:59.465428,0x43590ff4,101,4.231,,0.031055557,,5,,
2024-12-17 07:03:59.520527,0x43590ff4,101,4.235,,0.031055557,,5,,
2024-12-17 07:04:59.570908,0x43590ff4,99,4.186,,0.031055557,,5,,
2024-12-17 07:05:59.682129,0x43590ff4,101,4.206,,0.031055557,,5,,5
2024-12-17 07:06:59.733478,0x43590ff4,100,4.192,,0.031055557,,5,,
2024-12-17 07:07:59.793999,0x43590ff4,101,4.212,,0.031055557,,5,,
2024-12-17 07:08:59.850081,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 07:09:59.904172,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-17 07:10:59.961577,0x43590ff4,101,4.231,,0.031055557,,5,,
2024-12-17 07:12:00.019660,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 07:13:00.073027,0x43590ff4,100,4.195,,0.031055557,,5,,
2024-12-17 07:14:00.149133,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 07:15:00.210248,0x43590ff4,100,4.199,,0.031055557,,5,,
2024-12-17 07:16:00.263516,0x43590ff4,101,4.21,,0.031055557,,5,,
2024-12-17 07:17:00.317549,0x43590ff4,101,4.26,,0.031055557,,5,,
2024-12-17 07:18:00.164983,0x43590ff4,101,4.226,,0.031055557,,5,,
2024-12-17 07:19:00.208897,0x43590ff4,101,4.205,,0.031055557,,5,,
2024-12-17 07:20:00.260988,0x43590ff4,100,4.19,,0.031055557,,5,,
2024-12-17 07:21:00.313219,0x43590ff4,101,4.251,,0.031055557,,5,,
2024-12-17 07:22:00.364208,0x43590ff4,101,4.22,,0.031055557,,5,,
2024-12-17 07:23:00.423328,0x43590ff4,101,4.244,,0.031055557,,5,,
2024-12-17 07:24:00.481598,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 07:25:00.532544,0x43590ff4,101,4.243,,0.031055557,,5,,
2024-12-17 07:26:00.601663,0x43590ff4,101,4.202,,0.031055557,,5,,
2024-12-17 07:27:00.659753,0x43590ff4,101,4.217,,0.031055557,,5,,
2024-12-17 07:28:00.711827,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 07:29:00.760971,0x43590ff4,101,4.222,,0.031055557,,5,,
2024-12-17 07:30:00.821082,0x43590ff4,101,4.217,,0.031055557,,5,,
2024-12-17 07:31:00.872311,0x43590ff4,99,4.189,,0.031055557,,5,,
2024-12-17 07:32:00.928248,0x43590ff4,101,4.252,,0.031055557,,5,,
2024-12-17 07:33:00.777247,0x43590ff4,101,4.258,,0.031055557,,5,,
2024-12-17 07:34:00.831629,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 07:35:00.875433,0x43590ff4,101,4.227,,0.031055557,,5,,
2024-12-17 07:36:01.040535,0x43590ff4,101,4.201,,0.031055557,,5,,5
