datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 16:52:31.783347,0x433b0b38,98,4.174,5.9566665,2.6367223,5.75,-19,5,5
2024-12-17 16:52:35.604138,0x43590ff4,101,4.213,2.2066665,2.15675,,,,5
2024-12-17 16:53:35.681038,0x43590ff4,101,4.214,1.4533334,2.1385,,,,5
2024-12-17 16:54:14.751722,0x433b0b38,96,4.144,5.2033334,2.5922222,6.25,-19,5,5
2024-12-17 16:54:35.819465,0x43590ff4,101,4.228,7.0366664,2.0935557,,,,5
2024-12-17 16:54:36.972541,0x336918e8,101,4.369,5.0933337,2.27125,6.5,-25,5,5
2024-12-17 16:55:35.727128,0x43590ff4,101,4.23,9.381667,2.121861,,,,5
2024-12-17 16:56:35.879548,0x43590ff4,101,4.227,7.8050003,2.121861,,,,5
2024-12-17 16:57:35.818172,0x43590ff4,101,4.206,7.0516667,2.10975,,,,5
2024-12-17 16:58:35.848488,0x43590ff4,101,4.221,7.9300003,2.127389,,,,5
2024-12-17 16:58:53.743989,0x433aca0c,78,3.977,8.683333,2.2224722,6.25,-6,3,3
2024-12-17 16:59:35.889491,0x43590ff4,100,4.2,9.693334,2.1369998,,,,5
2024-12-17 17:00:15.490880,0x433b0b38,98,4.164,7.173333,2.5866945,6.75,-17,5,5
2024-12-17 17:00:36.096539,0x43590ff4,101,4.211,8.241667,2.1511667,,,,5
2024-12-17 17:01:36.162431,0x43590ff4,101,4.21,4.0550003,2.1162777,,,,5
2024-12-17 17:02:36.023578,0x43590ff4,101,4.202,5.9033337,2.1405,,,,5
2024-12-17 17:03:36.051526,0x43590ff4,100,4.2,2.9333332,2.1162777,,,,5
2024-12-17 17:04:36.092589,0x43590ff4,101,4.249,3.8766668,2.1238332,,,,5
2024-12-17 17:05:36.256570,0x43590ff4,101,4.242,2.18,2.0692778,,,,5
2024-12-17 17:06:17.050844,0x433b0b38,99,4.187,6.351667,2.5988054,6.0,-18,5,5
2024-12-17 17:06:36.314798,0x43590ff4,101,4.231,4.1499996,2.0571666,,,5,5
2024-12-17 17:07:36.443693,0x43590ff4,101,4.242,5.508333,2.0475554,,,,5
2024-12-17 17:08:36.389703,0x43590ff4,101,4.227,6.6566668,2.0596666,,,,5
2024-12-17 17:09:36.539764,0x43590ff4,101,4.268,10.228333,2.0925,,,,5
2024-12-17 17:10:36.593698,0x43590ff4,101,4.232,6.6566668,2.0904722,,,,5
2024-12-17 17:11:36.616845,0x43590ff4,101,4.21,8.505,2.0970554,,,,5
2024-12-17 17:12:18.574215,0x433b0b38,97,4.149,5.9300003,2.6109166,6.0,-18,5,5
2024-12-17 17:12:36.637827,0x43590ff4,101,4.216,8.6,2.1253612,,,,5
2024-12-17 17:13:36.592932,0x43590ff4,99,4.181,7.8050003,2.0824444,,,,5
2024-12-17 17:14:36.784912,0x43590ff4,101,4.21,10.586666,2.0844722,,,,5
2024-12-17 17:15:36.762869,0x43590ff4,101,4.237,4.7816668,2.058222,,,,5
2024-12-17 17:16:36.892107,0x43590ff4,101,4.24,5.713333,2.0804167,,,,5
2024-12-17 17:16:53.930564,0x433aca0c,78,3.973,8.683333,2.2651944,6.25,-6,3,3
2024-12-17 17:17:36.756794,0x43590ff4,101,4.239,5.6316667,2.0738335,,,,5
2024-12-17 17:18:19.091683,0x433b0b38,98,4.171,5.9566665,2.5988054,6.75,-16,5,5
2024-12-17 17:18:36.907547,0x43590ff4,101,4.221,6.6016665,2.0980556,,,,5
2024-12-17 17:19:37.030832,0x43590ff4,101,4.256,6.3,2.1035833,,,,5
2024-12-17 17:20:36.963456,0x43590ff4,101,4.223,2.18,2.109111,,,,5
2024-12-17 17:21:36.927216,0x43590ff4,101,4.249,2.18,2.1399167,,,,5
