datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:31:06.074395,0x433b0b38,,,,,,,6.75,-18,5,5
2024-12-17 18:31:06.084525,0x336918e8,,,,,,,6.0,-25,5,5
2024-12-17 18:31:06.102672,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 18:31:06.159595,0x433b0b38,,,,,,,7.0,-17,5,5
2024-12-17 18:31:06.217721,0x336918e8,,,,,,,6.5,-25,5,5
2024-12-17 18:31:06.244577,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 18:31:35.285906,0x433b0b38,,,,,,,7.0,-17,5,5
2024-12-17 18:31:54.516641,0x336918e8,,,,,,,6.0,-27,5,5
2024-12-17 18:31:58.773499,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 18:32:36.093879,0x433b0b38,,,,,,,5.75,-16,5,5
2024-12-17 18:32:54.699600,0x336918e8,,,,,,,6.5,-26,5,5
2024-12-17 18:32:58.780478,0x433aca0c,,,,,,,7.0,-5,3,3
2024-12-17 18:33:35.737738,0x433b0b38,,,,,,,7.25,-17,5,5
2024-12-17 18:33:54.917667,0x336918e8,,,,,,,6.5,-21,5,5
2024-12-17 18:33:59.215651,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 18:34:36.679951,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 18:34:55.177744,0x336918e8,,,,,,,5.75,-21,5,5
2024-12-17 18:34:59.354800,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 18:35:36.860109,0x433b0b38,,,,,,,7.25,-17,5,5
2024-12-17 18:35:55.350692,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 18:35:59.423937,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:36:36.432265,0x433b0b38,,,,,,,7.75,-17,5,5
2024-12-17 18:36:55.618776,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 18:37:01.967012,0x433aca0c,,,,,,,6.75,-6,3,3
2024-12-17 18:37:36.672319,0x433b0b38,,,,,,,6.25,-17,5,5
2024-12-17 18:37:55.637881,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 18:37:59.815987,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:38:37.098362,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 18:38:55.819786,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 18:38:59.947023,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 18:39:37.373287,0x433b0b38,,,,,,,7.75,-18,5,5
2024-12-17 18:39:56.152966,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:40:00.118279,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 18:40:37.364397,0x433b0b38,,,,,,,8.0,-16,5,5
2024-12-17 18:40:56.258244,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:41:00.328194,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:41:37.657376,0x433b0b38,,,,,,,6.0,-17,5,5
2024-12-17 18:41:56.402021,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 18:42:00.587241,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:42:37.900338,0x433b0b38,,,,,,,5.75,-18,5,5
2024-12-17 18:42:56.545126,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:43:01.288199,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:43:38.654475,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 18:43:56.804259,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:44:00.867206,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 18:44:38.551614,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 18:44:57.071182,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:45:01.229440,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:45:38.545578,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 18:45:57.247337,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 18:46:01.410439,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 18:46:38.888582,0x433b0b38,,,,,,,6.5,-18,5,5
2024-12-17 18:46:57.456545,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 18:47:01.499476,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:47:39.009711,0x433b0b38,,,,,,,7.25,-17,5,5
2024-12-17 18:47:57.487268,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 18:48:01.784479,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:48:39.246611,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 18:48:57.811443,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 18:49:02.049414,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 18:49:39.686878,0x433b0b38,,,,,,,7.25,-21,5,5
2024-12-17 18:49:57.841521,0x336918e8,,,,,,,6.75,-23,5,5
2024-12-17 18:50:02.040600,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:50:39.755839,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 18:50:58.176371,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 18:51:02.263565,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:51:39.933781,0x433b0b38,,,,,,,7.0,-19,5,5
2024-12-17 18:51:58.176595,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 18:52:02.537607,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 18:52:40.652813,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 18:52:58.481526,0x336918e8,,,,,,,6.75,-23,5,5
2024-12-17 18:53:02.886708,0x433aca0c,,,,,,,6.75,-6,3,3
2024-12-17 18:53:40.398869,0x433b0b38,,,,,,,7.75,-20,5,5
