datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:53:58.652547,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 18:54:02.816775,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:54:42.691104,0x433b0b38,,,1,,,1,6.75,-20,5,5
2024-12-17 18:54:58.748437,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 18:55:03.102761,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 18:55:40.898976,0x433b0b38,,,,,,,7.5,-19,5,5
2024-12-17 18:55:58.939636,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 18:56:03.068679,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 18:56:41.136044,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 18:56:59.114546,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 18:57:03.931801,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 18:57:41.855029,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 18:57:59.267658,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 18:58:03.652856,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 18:58:42.953197,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 18:58:59.552682,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 18:59:03.667991,0x433aca0c,,,,,,,6.75,-6,3,3
2024-12-17 18:59:43.074085,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 18:59:59.811636,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:00:04.003978,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:00:43.674341,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 19:01:00.001745,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 19:01:04.101671,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:01:43.343281,0x433b0b38,,,,,,,6.75,-19,5,5
2024-12-17 19:02:00.185864,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 19:02:04.465065,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:02:43.564393,0x433b0b38,,,,,,,7.0,-21,5,5
2024-12-17 19:03:00.203062,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:03:04.473192,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:03:42.979579,0x433b0b38,,,,,,,8.5,-20,5,5
2024-12-17 19:04:00.385147,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:04:08.710439,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:04:45.693688,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 19:05:00.723445,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 19:05:04.797376,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:05:43.479766,0x433b0b38,,,,,,,6.5,-21,5,5
2024-12-17 19:06:00.828296,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 19:06:04.946629,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:06:44.666942,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 19:07:00.933584,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 19:07:05.128663,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:07:45.230896,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:08:01.096463,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:08:05.371890,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:08:44.144978,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:09:01.466681,0x336918e8,,,,,,,7.0,-23,5,5
2024-12-17 19:09:05.691751,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 19:09:46.552125,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:10:01.634618,0x336918e8,,,,,,,6.75,-23,5,5
2024-12-17 19:10:05.718833,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 19:10:45.501246,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:11:01.812781,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:11:05.950863,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 19:11:46.111477,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 19:12:01.919881,0x336918e8,,,,,,,6.75,-22,5,5
2024-12-17 19:12:06.297024,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:12:45.980369,0x433b0b38,,,,,,,7.0,-19,5,5
2024-12-17 19:13:02.025935,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 19:13:06.478134,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:13:45.298439,0x433b0b38,,,,,,,7.75,-19,5,5
2024-12-17 19:14:02.280761,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 19:14:06.794216,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:14:46.965617,0x433b0b38,,,,,,,6.5,-19,5,5
2024-12-17 19:15:02.543003,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 19:15:07.037126,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:15:45.762503,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 19:16:02.722245,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 19:16:06.968176,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:16:46.104638,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 19:17:02.722275,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:17:07.810365,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:17:46.488590,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:18:02.917354,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 19:18:07.419373,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:18:46.454937,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 19:19:03.210532,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 19:19:07.454509,0x433aca0c,,,,,,,6.0,-5,3,3
2024-12-17 19:19:46.917814,0x433b0b38,,,,,,,6.5,-20,5,5
2024-12-17 19:20:03.381273,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:20:07.639548,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 19:20:47.785939,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 19:21:03.643444,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 19:21:07.895549,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 19:21:47.149797,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:22:03.642632,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 19:22:08.154683,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 19:22:49.129990,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:23:05.107688,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 19:23:08.768918,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 19:23:49.250012,0x433b0b38,,,,,,,7.0,-21,5,5
2024-12-17 19:24:04.045735,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 19:24:08.383685,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:24:48.065904,0x433b0b38,,,,,,,6.75,-20,5,5
2024-12-17 19:25:04.303670,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 19:25:08.668747,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:25:49.855383,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:26:04.381660,0x336918e8,,,,,,,6.75,-22,5,5
2024-12-17 19:26:08.770008,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:26:48.319113,0x433b0b38,,,,,,,7.25,-21,5,5
2024-12-17 19:27:04.564642,0x336918e8,,,,,,,5.75,-23,5,5
2024-12-17 19:27:09.201829,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 19:27:48.732114,0x433b0b38,,,,,,,7.25,-20,5,5
2024-12-17 19:28:04.743726,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 19:28:11.240154,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:28:49.593384,0x433b0b38,,,,,,,7.0,-20,5,5
2024-12-17 19:29:05.105845,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 19:29:09.410950,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 19:29:50.647512,0x433b0b38,,,,,,,7.5,-20,5,5
2024-12-17 19:30:05.299807,0x336918e8,,,,,,,6.5,-23,5,5
2024-12-17 19:30:09.497919,0x433aca0c,,,,,,,6.75,-6,3,3
2024-12-17 19:30:49.257340,0x433b0b38,,,,,,,7.25,-20,5,5
