datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:45:42.039802,0x433b0b38,27.182142,34.33856,1022.48456,152.88145,61,,,6.25,-18,5,5
2024-12-17 18:46:21.667171,0x433aca0c,27.932129,32.14475,1023.0065,237.8997,79,,,6.25,-7,3,3
2024-12-17 18:46:41.908085,0x433b0b38,27.184673,34.32123,1022.5241,153.7076,60,,,6.5,-19,5,5
2024-12-17 18:47:41.918943,0x433b0b38,27.185318,34.32453,1022.55597,151.65877,67,,,5.75,-18,5,5
2024-12-17 18:48:42.138158,0x433b0b38,27.195154,34.337704,1022.5902,152.74463,61,,,7.5,-19,5,5
2024-12-17 18:49:42.629052,0x433b0b38,27.190197,34.33784,1022.5902,151.92879,62,,,7.5,-21,5,5
2024-12-17 18:50:42.257067,0x433b0b38,27.177532,34.313786,1022.58466,153.56927,58,,,6.75,-20,5,5
2024-12-17 18:51:42.532975,0x433b0b38,27.146412,34.304607,1022.57983,154.12401,56,,,7.75,-20,5,5
2024-12-17 18:52:42.029420,0x433b0b38,27.127954,34.343178,1022.5773,153.43121,64,,,7.25,-21,5,5
2024-12-17 18:53:42.040069,0x433b0b38,27.118845,34.33343,1022.60803,153.43121,56,,,6.75,-20,5,5
2024-12-17 18:54:42.047975,0x433b0b38,27.090183,34.33737,1022.5706,154.26332,56,,,6.75,-20,5,5
2024-12-17 18:55:42.066335,0x433b0b38,27.090183,34.331837,1022.56067,153.01852,60,,,7.0,-20,5,5
2024-12-17 18:56:42.135242,0x433b0b38,27.092752,34.316666,1022.5433,156.24046,55,,,7.0,-20,5,5
2024-12-17 18:57:42.635306,0x433b0b38,27.082468,34.28972,1022.4853,155.10452,53,,,6.75,-19,5,5
2024-12-17 18:58:42.347615,0x433b0b38,27.06961,34.30201,1022.43274,156.09756,54,,,7.0,-20,5,5
2024-12-17 18:59:44.001217,0x433b0b38,27.056755,34.293194,1022.38354,155.52855,53,,,6.75,-20,5,5
2024-12-17 19:00:43.071378,0x433b0b38,27.064468,34.27077,1022.3584,156.52707,56,,,6.5,-19,5,5
2024-12-17 19:01:42.813424,0x433b0b38,27.0439,34.295933,1022.3076,153.01852,62,,,7.0,-19,5,5
2024-12-17 19:02:43.034566,0x433b0b38,27.00276,34.36345,1022.3051,157.39317,54,,,7.25,-19,5,5
2024-12-17 19:03:43.879765,0x433b0b38,26.974476,34.382256,1022.3298,155.67043,52,,,7.25,-19,5,5
2024-12-17 19:04:22.163972,0x433aca0c,28.209791,31.52781,1022.8561,239.1042,76,,,6.5,-6,3,3
2024-12-17 19:04:44.303826,0x433b0b38,26.956476,34.404366,1022.3558,157.68402,52,,,7.25,-20,5,5
2024-12-17 19:05:44.404843,0x433b0b38,26.951334,34.423298,1022.3988,157.24815,54,,,7.0,-21,5,5
2024-12-17 19:06:45.747046,0x433b0b38,26.956476,34.39419,1022.4464,154.4029,55,,,6.75,-20,5,5
2024-12-17 19:07:44.704046,0x433b0b38,26.974476,34.388794,1022.49756,154.68279,53,,,6.25,-21,5,5
2024-12-17 19:08:45.057178,0x433b0b38,26.959045,34.402317,1022.51953,156.95892,52,,,7.25,-19,5,5
2024-12-17 19:09:46.022388,0x433b0b38,26.971903,34.36698,1022.5519,157.53847,50,,,7.25,-21,5,5
2024-12-17 19:10:44.901347,0x433b0b38,26.982306,34.34683,1022.5501,157.68402,50,,,7.25,-19,5,5
2024-12-17 19:11:45.653700,0x433b0b38,27.000187,34.309196,1022.5388,153.98497,64,,,7.5,-20,5,5
2024-12-17 19:12:45.387514,0x433b0b38,27.00276,34.3262,1022.5115,153.98497,60,,,7.25,-20,5,5
2024-12-17 19:13:46.077596,0x433b0b38,27.007902,34.29295,1022.4784,156.67075,53,,,7.5,-20,5,5
2024-12-17 19:14:45.812663,0x433b0b38,27.015617,34.25956,1022.4431,154.4029,56,,,7.0,-20,5,5
2024-12-17 19:15:46.678838,0x433b0b38,27.007902,34.26201,1022.4147,155.2456,61,,,7.25,-19,5,5
2024-12-17 19:16:47.409735,0x433b0b38,27.013044,34.260292,1022.38336,154.8231,59,,,7.25,-20,5,5
2024-12-17 19:17:47.421932,0x433b0b38,27.007902,34.240658,1022.3777,157.10341,52,,,7.0,-20,5,5
2024-12-17 19:18:47.759816,0x433b0b38,27.01539,34.205376,1022.3542,155.95493,56,,,7.5,-20,5,5
2024-12-17 19:19:47.771976,0x433b0b38,27.02076,34.220226,1022.3698,157.10341,52,,,7.0,-20,5,5
2024-12-17 19:20:47.253948,0x433b0b38,27.002405,34.227886,1022.351,154.68279,62,,,7.5,-21,5,5
2024-12-17 19:21:48.007910,0x433b0b38,26.995045,34.223904,1022.34863,155.52855,58,,,6.5,-20,5,5
2024-12-17 19:22:22.351306,0x433aca0c,28.27286,31.195143,1022.82544,239.1042,84,,,6.0,-6,3,3
2024-12-17 19:22:48.452364,0x433b0b38,26.974476,34.261826,1022.3248,155.38695,60,,,7.25,-21,5,5
2024-12-17 19:23:47.897300,0x433b0b38,26.989902,34.213493,1022.333,156.8147,59,,,7.0,-19,5,5
2024-12-17 19:24:48.919218,0x433b0b38,26.992476,34.21566,1022.3292,156.95892,57,,,7.0,-20,5,5
2024-12-17 19:25:49.263359,0x433b0b38,27.013044,34.17209,1022.343,154.54271,59,,,7.25,-19,5,5
2024-12-17 19:26:49.174355,0x433b0b38,27.007902,34.164967,1022.3777,157.68402,53,,,6.5,-20,5,5
2024-12-17 19:27:49.664626,0x433b0b38,27.000187,34.14897,1022.3778,156.52707,64,,,6.5,-20,5,5
2024-12-17 19:28:49.071461,0x433b0b38,27.005568,34.147537,1022.4063,157.24815,57,,,6.75,-20,5,5
2024-12-17 19:29:49.307488,0x433b0b38,26.977045,34.18449,1022.3712,156.8147,57,,,7.0,-20,5,5
2024-12-17 19:30:50.155506,0x433b0b38,26.96676,34.172405,1022.3601,155.67043,64,,,6.5,-19,5,5
