datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 04:36:52.969280,0x43590ff4,101,4.21,,0.031055557,,5,,
2024-12-17 04:37:53.010525,0x43590ff4,99,4.184,,0.031055557,,5,,
2024-12-17 04:38:53.060586,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 04:39:53.121548,0x43590ff4,101,4.242,,0.031055557,,5,,
2024-12-17 04:40:53.174697,0x43590ff4,101,4.246,,0.031055557,,5,,
2024-12-17 04:41:53.237772,0x43590ff4,101,4.26,,0.031055557,,5,,
2024-12-17 04:42:53.291932,0x43590ff4,101,4.207,,0.031055557,,5,,
2024-12-17 04:43:53.346912,0x43590ff4,101,4.242,,0.031055557,,5,,
2024-12-17 04:44:53.393062,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 04:45:53.446326,0x43590ff4,101,4.202,,0.031055557,,5,,
2024-12-17 04:46:53.498271,0x43590ff4,101,4.22,,0.031055557,,5,,
2024-12-17 04:47:53.547082,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 04:48:53.601736,0x43590ff4,101,4.208,,0.031055557,,5,,
2024-12-17 04:49:53.657342,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 04:50:53.715979,0x43590ff4,101,4.226,,0.031055557,,5,,
2024-12-17 04:51:53.556407,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 04:52:53.618179,0x43590ff4,100,4.192,,0.031055557,,5,,
2024-12-17 04:53:53.667963,0x43590ff4,101,4.219,,0.031055557,,5,,
2024-12-17 04:54:53.729589,0x43590ff4,101,4.202,,0.031055557,,5,,
2024-12-17 04:55:53.782489,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 04:56:53.838243,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-17 04:57:53.891920,0x43590ff4,101,4.232,,0.031055557,,5,,
2024-12-17 04:58:53.952928,0x43590ff4,101,4.243,,0.031055557,,5,,
2024-12-17 04:59:54.011640,0x43590ff4,101,4.251,,0.031055557,,5,,
2024-12-17 05:00:54.062419,0x43590ff4,101,4.228,,0.031055557,,5,,
2024-12-17 05:01:54.117509,0x43590ff4,101,4.249,,0.031055557,,5,,
2024-12-17 05:02:54.175326,0x43590ff4,101,4.272,,0.031055557,,5,,
2024-12-17 05:03:54.225349,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 05:04:54.275207,0x43590ff4,101,4.225,,0.031055557,,5,,
2024-12-17 05:05:54.264070,0x43590ff4,101,4.247,,0.031055557,,5,,5
2024-12-17 05:06:54.312969,0x43590ff4,101,4.208,,0.031055557,,5,,
2024-12-17 05:07:54.362089,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 05:08:54.420814,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 05:09:54.483920,0x43590ff4,101,4.203,,0.031055557,,5,,
2024-12-17 05:10:54.538861,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 05:11:54.590993,0x43590ff4,101,4.23,,0.031055557,,5,,
2024-12-17 05:12:54.643781,0x43590ff4,100,4.19,,0.031055557,,5,,
2024-12-17 05:13:54.703672,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 05:14:54.769931,0x43590ff4,100,4.191,,0.031055557,,5,,
2024-12-17 05:15:54.823742,0x43590ff4,101,4.219,,0.031055557,,5,,
2024-12-17 05:16:54.878991,0x43590ff4,101,4.21,,0.031055557,,5,,
2024-12-17 05:17:54.743761,0x43590ff4,101,4.257,,0.031055557,,5,,
2024-12-17 05:18:54.790755,0x43590ff4,101,4.261,,0.031055557,,5,,
2024-12-17 05:19:54.855857,0x43590ff4,101,4.261,,0.031055557,,5,,
2024-12-17 05:20:54.924754,0x43590ff4,101,4.219,,0.031055557,,5,,
2024-12-17 05:21:54.973713,0x43590ff4,100,4.194,,0.031055557,,5,,
2024-12-17 05:22:55.020936,0x43590ff4,101,4.222,,0.031055557,,5,,
2024-12-17 05:23:55.078032,0x43590ff4,101,4.235,,0.031055557,,5,,
2024-12-17 05:24:55.144249,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 05:25:55.201267,0x43590ff4,101,4.234,,0.031055557,,5,,
2024-12-17 05:26:55.255298,0x43590ff4,101,4.258,,0.031055557,,5,,
2024-12-17 05:27:55.327421,0x43590ff4,101,4.222,,0.031055557,,5,,
2024-12-17 05:28:55.377474,0x43590ff4,100,4.199,,0.031055557,,5,,
2024-12-17 05:29:55.431525,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-17 05:30:55.273645,0x43590ff4,101,4.244,,0.031055557,,5,,
2024-12-17 05:31:55.314610,0x43590ff4,101,4.202,,0.031055557,,5,,
2024-12-17 05:32:55.364848,0x43590ff4,101,4.251,,0.031055557,,5,,
2024-12-17 05:33:55.415839,0x43590ff4,101,4.245,,0.031055557,,5,,
2024-12-17 05:34:55.465678,0x43590ff4,101,4.204,,0.031055557,,5,,
2024-12-17 05:35:55.617936,0x43590ff4,101,4.237,,0.015527778,,5,,5
