datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 15:09:50.751215,0x433b0b38,,,1,,,1,6.25,-18,5,5
2024-12-17 15:09:50.756201,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 15:09:50.760998,0x336918e8,,,,,,,5.5,-19,5,5
2024-12-17 15:09:50.789121,0x433b0b38,,,,,,,6.0,-14,5,5
2024-12-17 15:09:50.816160,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 15:09:50.844572,0x336918e8,,,,,,,6.5,-21,5,5
2024-12-17 15:09:50.902586,0x433b0b38,,,,,,,7.0,-14,5,5
2024-12-17 15:09:50.928923,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 15:09:50.956944,0x336918e8,,,,,,,6.75,-20,5,5
2024-12-17 15:09:51.014907,0x433b0b38,,,,,,,6.25,-16,5,5
2024-12-17 15:09:51.070876,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 15:09:51.098866,0x336918e8,,,,,,,6.5,-21,5,5
2024-12-17 15:09:51.156993,0x433b0b38,,,,,,,6.0,-16,5,5
2024-12-17 15:09:51.183637,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 15:09:51.212104,0x336918e8,,,,,,,6.5,-20,5,5
2024-12-17 15:09:51.270135,0x433b0b38,,,1,,,1,6.0,-16,5,5
2024-12-17 15:09:51.296781,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 15:09:51.353950,0x336918e8,,,,,,,6.75,-20,5,5
2024-12-17 15:09:51.469020,0x433b0b38,,,,,,,6.0,-15,5,5
2024-12-17 15:09:51.497239,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 15:09:51.524244,0x336918e8,,,,,,,6.0,-20,5,5
2024-12-17 15:09:55.793098,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 15:10:17.298484,0x336918e8,,,,,,,6.25,-21,5,5
2024-12-17 15:10:19.521953,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 15:10:48.822519,0x433b0b38,,,,,,,6.25,-17,5,5
2024-12-17 15:11:17.369369,0x336918e8,,,,,,,5.75,-19,5,5
2024-12-17 15:11:19.923289,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 15:11:48.911195,0x433b0b38,,,,,,,6.5,-15,5,5
2024-12-17 15:12:17.582219,0x336918e8,,,,,,,5.75,-22,5,5
