datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:35:12.153850,0x433b0b38,,,,,,,7.0,-17,5,5
2024-12-17 17:35:12.166380,0x336918e8,,,,,,,6.5,-24,5,5
2024-12-17 17:35:12.171870,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:35:12.217611,0x433b0b38,,,,,,,6.75,-17,5,5
2024-12-17 17:35:12.303596,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 17:35:12.331559,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:35:22.421643,0x433b0b38,,,,,,,6.75,-16,5,5
2024-12-17 17:35:44.291356,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:35:48.098578,0x433aca0c,,,,,,,6.5,-5,3,3
2024-12-17 17:36:22.856846,0x433b0b38,,,,,,,8.0,-16,5,5
2024-12-17 17:36:45.682600,0x336918e8,,,,,,,6.0,-25,5,5
2024-12-17 17:36:49.954639,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:37:22.806714,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 17:37:44.879370,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:37:51.168382,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:38:22.996592,0x433b0b38,,,,,,,5.75,-19,5,5
2024-12-17 17:38:47.639344,0x336918e8,,,,,,,6.25,-21,5,5
2024-12-17 17:38:49.934637,0x433aca0c,,,,,,,6.0,-7,3,3
2024-12-17 17:39:23.442520,0x433b0b38,,,,,,,6.25,-19,5,5
2024-12-17 17:39:46.299170,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 17:39:49.054467,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:40:24.469554,0x433b0b38,,,,,,,6.25,-18,5,5
2024-12-17 17:40:45.270166,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 17:40:51.358360,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:41:24.205509,0x433b0b38,,,,,,,7.5,-17,5,5
2024-12-17 17:41:45.606290,0x336918e8,,,,,,,6.25,-25,5,5
2024-12-17 17:41:49.407167,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:42:24.080533,0x433b0b38,,,,,,,6.0,-18,5,5
2024-12-17 17:42:45.711037,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 17:42:49.511448,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:43:24.266314,0x433b0b38,,,,,,,7.5,-17,5,5
2024-12-17 17:43:45.893109,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 17:43:49.727504,0x433aca0c,,,,,,,6.5,-6,3,3
2024-12-17 17:44:25.544512,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:44:46.005832,0x336918e8,,,,,,,5.75,-24,5,5
2024-12-17 17:44:50.035135,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:45:24.666208,0x433b0b38,,,,,,,6.75,-17,5,5
2024-12-17 17:45:46.151959,0x336918e8,,,,,,,6.75,-24,5,5
