datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:45:50.566272,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:46:24.934150,0x433b0b38,,,,,,,6.75,-17,5,5
2024-12-17 17:46:46.360989,0x336918e8,,,,,,,6.5,-22,5,5
2024-12-17 17:46:50.501037,0x433aca0c,,,,,,,6.5,-7,3,3
2024-12-17 17:47:25.098267,0x433b0b38,,,,,,,6.75,-17,5,5
2024-12-17 17:47:46.618909,0x336918e8,,,,,,,6.0,-23,5,5
2024-12-17 17:47:50.828098,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:48:25.566551,0x433b0b38,,,,,,,6.0,-19,5,5
2024-12-17 17:48:46.776883,0x336918e8,,,,,,,7.75,-23,5,5
2024-12-17 17:48:50.974107,0x433aca0c,,,,,,,6.5,-5,3,3
2024-12-17 17:49:27.077119,0x433b0b38,,,,,,,7.0,-16,5,5
2024-12-17 17:49:46.911758,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:49:50.972989,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:50:26.314100,0x433b0b38,,,,,,,7.5,-17,5,5
2024-12-17 17:50:47.382813,0x336918e8,,,,,,,6.25,-23,5,5
2024-12-17 17:50:51.153055,0x433aca0c,,,,,,,6.5,-5,3,3
2024-12-17 17:51:26.505166,0x433b0b38,,,,,,,6.25,-17,5,5
2024-12-17 17:51:47.278792,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 17:51:51.689003,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:52:26.825216,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:52:47.449759,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:52:51.535906,0x433aca0c,,,,,,,6.25,-7,3,3
2024-12-17 17:53:27.010266,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:53:47.787069,0x336918e8,,,,,,,5.75,-21,5,5
2024-12-17 17:53:51.717080,0x433aca0c,,,,,,,6.25,-5,3,3
2024-12-17 17:54:27.670552,0x433b0b38,,,,,,,6.5,-17,5,5
2024-12-17 17:54:48.551013,0x336918e8,,,,,,,6.0,-21,5,5
2024-12-17 17:54:51.972470,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:55:27.523389,0x433b0b38,,,,,,,6.5,-16,5,5
2024-12-17 17:55:48.152327,0x336918e8,,,,,,,6.25,-22,5,5
2024-12-17 17:55:51.932610,0x433aca0c,,,,,,,6.25,-6,3,3
2024-12-17 17:56:27.681817,0x433b0b38,,,,,,,6.0,-16,5,5
2024-12-17 17:56:48.152557,0x336918e8,,,,,,,5.75,-22,5,5
2024-12-17 17:56:52.103619,0x433aca0c,,,,,,,6.0,-6,3,3
2024-12-17 17:57:27.932813,0x433b0b38,,,,,,,5.75,-17,5,5
2024-12-17 17:57:48.332544,0x336918e8,,,,,,,6.0,-22,5,5
2024-12-17 17:57:52.275709,0x433aca0c,,,,,,,7.0,-6,3,3
