datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 19:54:51.917064,0x433b0b38,26.928192,34.031124,1022.24304,158.26894,55,,,7.0,-19,5,5
2024-12-17 19:55:51.984995,0x433b0b38,26.912764,34.054585,1022.2179,156.67075,58,,,6.75,-20,5,5
2024-12-17 19:56:51.993038,0x433b0b38,26.907621,34.038017,1022.2376,159.15448,54,,,7.25,-20,5,5
2024-12-17 19:57:52.042038,0x433b0b38,26.894768,34.096897,1022.23364,155.67043,65,,,6.75,-19,5,5
2024-12-17 19:58:22.810271,0x433aca0c,28.179163,30.995693,1022.71747,248.07588,63,,,6.25,-6,3,3
2024-12-17 19:58:52.201265,0x433b0b38,26.889626,34.050648,1022.2013,158.71048,51,,,7.25,-20,5,5
2024-12-17 19:59:52.026140,0x433b0b38,26.897337,34.0473,1022.1878,159.45189,53,,,7.0,-20,5,5
2024-12-17 20:00:52.082332,0x433b0b38,26.879337,34.054565,1022.19354,158.71048,56,,,7.25,-19,5,5
2024-12-17 20:01:52.047838,0x433b0b38,26.897337,34.007618,1022.2146,157.68402,55,,,6.75,-20,5,5
2024-12-17 20:02:52.125478,0x433b0b38,26.88191,34.046143,1022.18805,156.95892,64,,,7.25,-20,5,5
2024-12-17 20:03:52.594141,0x433b0b38,26.876768,34.035324,1022.1942,159.45189,52,,,7.25,-21,5,5
2024-12-17 20:04:52.577327,0x433b0b38,26.90248,33.986122,1022.1934,159.15448,54,,,7.5,-20,5,5
2024-12-17 20:05:52.118405,0x433b0b38,26.920479,33.958664,1022.196,158.8582,54,,,7.0,-20,5,5
2024-12-17 20:06:52.122355,0x433b0b38,26.910233,33.950718,1022.2033,157.68402,57,,,7.25,-20,5,5
2024-12-17 20:07:52.202397,0x433b0b38,26.89991,33.977203,1022.19214,160.50156,51,,,7.5,-19,5,5
2024-12-17 20:08:52.175453,0x433b0b38,26.892195,33.97437,1022.2091,158.26894,53,,,6.0,-19,5,5
2024-12-17 20:09:52.686457,0x433b0b38,26.88448,33.976192,1022.2242,157.53847,57,,,7.0,-20,5,5
2024-12-17 20:10:52.196847,0x433b0b38,26.88448,33.975197,1022.236,156.52707,58,,,6.5,-19,5,5
2024-12-17 20:11:52.865717,0x433b0b38,26.869053,33.984585,1022.23773,155.38695,67,,,6.75,-19,5,5
2024-12-17 20:12:52.223779,0x433b0b38,26.853626,33.998825,1022.23615,157.24815,55,,,7.25,-20,5,5
2024-12-17 20:13:52.452871,0x433b0b38,26.861338,33.993088,1022.2429,158.1223,58,,,6.5,-20,5,5
2024-12-17 20:14:52.298928,0x433b0b38,26.869053,33.9652,1022.2344,156.38362,58,,,7.0,-21,5,5
2024-12-17 20:15:52.266827,0x433b0b38,26.86391,33.965378,1022.23724,158.26894,53,,,6.75,-21,5,5
2024-12-17 20:16:23.248852,0x433aca0c,28.260391,30.777315,1022.7398,244.76955,79,,,6.25,-6,3,3
2024-12-17 20:16:52.882131,0x433b0b38,26.86391,33.95979,1022.264,155.95493,69,,,6.75,-19,5,5
2024-12-17 20:17:52.776130,0x433b0b38,26.86391,33.94839,1022.24725,158.1223,60,,,6.25,-20,5,5
2024-12-17 20:18:52.392183,0x433b0b38,26.874195,33.939556,1022.2903,157.39317,56,,,7.25,-19,5,5
2024-12-17 20:19:52.380170,0x433b0b38,26.86391,33.93186,1022.3093,159.7504,54,,,6.75,-20,5,5
2024-12-17 20:20:52.996282,0x433b0b38,26.858768,33.94596,1022.339,159.7504,52,,,6.0,-20,5,5
2024-12-17 20:21:52.519392,0x433b0b38,26.843342,33.96779,1022.3525,156.52707,66,,,6.75,-20,5,5
2024-12-17 20:22:52.917330,0x433b0b38,26.840769,33.938168,1022.3799,157.53847,60,,,6.25,-19,5,5
2024-12-17 20:23:52.445253,0x433b0b38,26.838196,33.942604,1022.35864,157.10341,59,,,7.5,-20,5,5
2024-12-17 20:24:52.483345,0x433b0b38,26.835627,33.942375,1022.376,157.53847,68,,,7.0,-20,5,5
2024-12-17 20:25:52.460503,0x433b0b38,26.843342,33.91507,1022.37427,158.26894,59,,,7.0,-19,5,5
2024-12-17 20:26:52.473415,0x433b0b38,26.835627,33.928753,1022.36926,160.05002,56,,,6.75,-20,5,5
2024-12-17 20:27:52.574711,0x433b0b38,26.8202,33.934837,1022.36597,157.10341,58,,,7.5,-20,5,5
2024-12-17 20:28:52.833557,0x433b0b38,26.807343,33.95087,1022.36707,160.05002,54,,,6.75,-21,5,5
2024-12-17 20:29:52.965678,0x433b0b38,26.807343,33.94719,1022.384,156.67075,66,,,7.5,-20,5,5
2024-12-17 20:30:52.594711,0x433b0b38,26.812485,33.935837,1022.39795,160.35077,56,,,7.25,-19,5,5
