datetime,fromNode,ch3Voltage,ch3Current,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 14:38:41.581824,0x433b0b38,4.725,-3.75,6.5,5,-14,5
2024-12-17 14:43:43.755266,0x433b0b38,4.71875,-2.5,6.25,5,-14,5
2024-12-17 14:48:44.550469,0x433b0b38,4.6875,-3.75,6.5,5,-14,5
2024-12-17 14:53:45.550031,0x433b0b38,4.6875,-2.5,6.0,5,-15,5
2024-12-17 14:58:46.922770,0x433b0b38,4.725,-5.0,6.25,5,-19,5
