datetime,fromNode,ch3Voltage,ch3Current,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 17:35:12.245211,0x433b0b38,4.73125,-3.75,6.5,-17,5,5
2024-12-17 17:39:24.706655,0x433b0b38,4.7325,-3.75,6.25,-20,5,5
2024-12-17 17:44:24.728384,0x433b0b38,4.7325,-2.5,6.0,-18,5,5
2024-12-17 17:49:26.361137,0x433b0b38,4.73375,-2.5,5.75,-16,5,5
2024-12-17 17:54:27.046393,0x433b0b38,4.69875,-3.75,6.0,-18,5,5
