datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 20:31:52.657708,0x433b0b38,26.815056,33.922882,1022.4107,160.20026,55,,,6.5,-19,5,5
2024-12-17 20:32:52.607626,0x433b0b38,26.812485,33.902637,1022.3829,160.05002,53,,,7.75,-20,5,5
2024-12-17 20:33:52.631957,0x433b0b38,26.79963,33.922413,1022.37897,160.35077,54,,,7.0,-20,5,5
2024-12-17 20:34:23.412763,0x433aca0c,28.136553,30.761818,1022.869,251.85594,60,,,6.25,-6,3,3
2024-12-17 20:34:52.683717,0x433b0b38,26.791916,33.930237,1022.3455,158.1223,67,,,7.25,-20,5,5
2024-12-17 20:35:52.665992,0x433b0b38,26.804771,33.905724,1022.33417,158.26894,59,,,6.75,-19,5,5
2024-12-17 20:36:52.909897,0x433b0b38,26.82035,33.86114,1022.3509,160.20026,55,,,6.75,-20,5,5
2024-12-17 20:37:52.712893,0x433b0b38,26.82277,33.860733,1022.3637,159.601,55,,,7.5,-20,5,5
2024-12-17 20:38:52.798979,0x433b0b38,26.804771,33.87622,1022.35254,159.00623,55,,,6.75,-20,5,5
2024-12-17 20:39:52.845871,0x433b0b38,26.79963,33.86802,1022.39734,158.26894,65,,,6.25,-20,5,5
2024-12-17 20:40:52.800118,0x433b0b38,26.797058,33.885227,1022.3996,160.05002,55,,,6.5,-20,5,5
2024-12-17 20:41:52.796960,0x433b0b38,26.807343,33.849575,1022.451,160.20026,58,,,7.0,-20,5,5
2024-12-17 20:42:53.071355,0x433b0b38,26.789345,33.88005,1022.4398,157.82985,70,,,7.0,-19,5,5
2024-12-17 20:43:52.873037,0x433b0b38,26.773918,33.87354,1022.4485,157.82985,58,,,6.75,-20,5,5
2024-12-17 20:44:52.850996,0x433b0b38,26.766203,33.881187,1022.4635,158.26894,58,,,7.5,-20,5,5
2024-12-17 20:45:52.859016,0x433b0b38,26.766203,33.875042,1022.4619,160.95567,54,,,6.75,-20,5,5
2024-12-17 20:46:52.892812,0x433b0b38,26.765482,33.882877,1022.49384,159.601,56,,,6.75,-21,5,5
2024-12-17 20:47:52.915203,0x433b0b38,26.748203,33.889763,1022.51105,156.95892,70,,,6.5,-20,5,5
2024-12-17 20:48:52.923867,0x433b0b38,26.750776,33.878006,1022.54083,157.82985,58,,,6.75,-20,5,5
2024-12-17 20:49:52.928811,0x433b0b38,26.753345,33.876343,1022.5586,158.41585,59,,,7.25,-20,5,5
2024-12-17 20:50:52.931874,0x433b0b38,26.76363,33.85189,1022.5798,160.50156,53,,,6.75,-20,5,5
2024-12-17 20:51:53.779840,0x433b0b38,26.732777,33.89849,1022.58344,156.52707,69,,,7.0,-19,5,5
2024-12-17 20:52:23.574888,0x433aca0c,28.241924,30.477974,1023.0833,251.47273,64,,,6.25,-6,3,3
2024-12-17 20:52:52.975939,0x433b0b38,26.743176,33.857304,1022.61285,158.8582,62,,,7.25,-21,5,5
2024-12-17 20:53:52.981927,0x433b0b38,26.730318,33.87807,1022.6392,158.26894,60,,,7.5,-20,5,5
2024-12-17 20:54:53.018863,0x433b0b38,26.743362,33.834595,1022.6698,160.35077,57,,,6.75,-20,5,5
2024-12-17 20:55:53.119881,0x433b0b38,26.745634,33.83588,1022.7113,159.601,65,,,6.75,-19,5,5
2024-12-17 20:56:53.101038,0x433b0b38,26.750776,33.818176,1022.7219,161.41235,51,,,7.0,-20,5,5
2024-12-17 20:57:53.076945,0x433b0b38,26.750927,33.814877,1022.74207,161.41235,52,,,6.75,-20,5,5
2024-12-17 20:58:53.120001,0x433b0b38,26.748203,33.7987,1022.7374,161.56516,52,,,6.75,-19,5,5
2024-12-17 20:59:53.112894,0x433b0b38,26.732965,33.825077,1022.7744,158.71048,59,,,6.75,-19,5,5
2024-12-17 21:00:53.630960,0x433b0b38,26.730204,33.818264,1022.69116,159.30304,57,,,7.25,-20,5,5
2024-12-17 21:01:53.217158,0x433b0b38,26.735346,33.813362,1022.7168,156.67075,71,,,6.5,-20,5,5
2024-12-17 21:02:53.726950,0x433b0b38,26.78163,33.714615,1022.72003,159.45189,60,,,7.25,-19,5,5
2024-12-17 21:03:53.701140,0x433b0b38,26.8126,33.658318,1022.7467,158.71048,58,,,6.75,-20,5,5
2024-12-17 21:04:53.724044,0x433b0b38,26.835627,33.613476,1022.7651,159.601,57,,,7.5,-19,5,5
2024-12-17 21:05:53.724095,0x433b0b38,26.845911,33.613674,1022.71576,157.97594,62,,,7.25,-20,5,5
2024-12-17 21:06:53.254091,0x433b0b38,26.87854,33.53197,1022.73846,159.30304,54,,,7.25,-19,5,5
2024-12-17 21:07:54.032404,0x433b0b38,26.89991,33.483006,1022.73553,160.95567,54,,,7.0,-20,5,5
2024-12-17 21:08:53.790129,0x433b0b38,26.912764,33.46543,1022.7294,159.00623,59,,,6.25,-19,5,5
2024-12-17 21:09:53.898403,0x433b0b38,26.930763,33.425583,1022.74554,161.25984,55,,,7.0,-20,5,5
2024-12-17 21:10:24.188247,0x433aca0c,28.381363,30.20933,1023.27527,253.40042,65,,,6.25,-6,3,3
2024-12-17 21:10:53.373188,0x433b0b38,26.940214,33.430153,1022.74664,161.71825,52,,,7.75,-19,5,5
2024-12-17 21:11:54.085409,0x433b0b38,26.928192,33.471493,1022.75616,155.95493,72,,,7.5,-20,5,5
