datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 05:36:55.656861,0x43590ff4,101,4.236,0.9316667,0.031055557,,5,,
2024-12-17 05:37:55.714851,0x43590ff4,101,4.265,,0.031055557,,5,,
2024-12-17 05:38:55.767143,0x43590ff4,101,4.232,,0.031055557,,5,,
2024-12-17 05:39:55.816956,0x43590ff4,101,4.251,,0.031055557,,5,,
2024-12-17 05:40:55.874184,0x43590ff4,101,4.225,,0.031055557,,5,,
2024-12-17 05:41:55.932211,0x43590ff4,101,4.232,,0.031055557,,5,,
2024-12-17 05:42:55.983018,0x43590ff4,101,4.208,,0.031055557,,5,,
2024-12-17 05:43:56.036313,0x43590ff4,101,4.228,,0.031055557,,5,,
2024-12-17 05:44:56.101252,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 05:45:56.166180,0x43590ff4,101,4.237,,0.031055557,,5,,
2024-12-17 05:46:56.223285,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 05:47:56.289391,0x43590ff4,101,4.228,,0.031055557,,5,,
2024-12-17 05:48:56.138510,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 05:49:56.192286,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-17 05:50:56.241412,0x43590ff4,101,4.236,,0.031055557,,5,,
2024-12-17 05:51:56.310471,0x43590ff4,101,4.215,,0.031055557,,5,,
2024-12-17 05:52:56.360529,0x43590ff4,101,4.212,,0.031055557,,5,,
2024-12-17 05:53:56.419514,0x43590ff4,101,4.222,,0.031055557,,5,,
2024-12-17 05:54:56.480415,0x43590ff4,101,4.238,,0.031055557,,5,,
2024-12-17 05:55:56.538450,0x43590ff4,101,4.221,,0.031055557,,5,,
2024-12-17 05:56:56.596605,0x43590ff4,101,4.22,,0.031055557,,5,,
2024-12-17 05:57:56.652559,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 05:58:56.547601,0x43590ff4,101,4.215,1.19,0.050888892,,5,,
2024-12-17 05:59:56.624587,0x43590ff4,101,4.234,,0.050888892,,5,,
2024-12-17 06:00:56.679569,0x43590ff4,101,4.219,,0.050888892,,5,,
2024-12-17 06:01:56.716798,0x43590ff4,100,4.193,,0.050888892,,5,,
2024-12-17 06:02:56.774676,0x43590ff4,99,4.18,,0.050888892,,5,,
2024-12-17 06:03:56.817559,0x43590ff4,99,4.186,,0.050888892,,5,,
2024-12-17 06:04:56.867823,0x43590ff4,101,4.217,,0.050888892,,5,,
2024-12-17 06:05:56.972787,0x43590ff4,101,4.21,,0.03536111,,5,,5
2024-12-17 06:06:57.076650,0x43590ff4,101,4.241,,0.050888892,,5,,
2024-12-17 06:07:57.129887,0x43590ff4,101,4.219,,0.050888892,,5,,
2024-12-17 06:08:57.195888,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-17 06:09:57.258929,0x43590ff4,101,4.254,,0.050888892,,5,,
2024-12-17 06:10:57.318896,0x43590ff4,101,4.227,,0.050888892,,5,,
2024-12-17 06:11:57.373871,0x43590ff4,101,4.226,,0.050888892,,5,,
2024-12-17 06:12:57.420978,0x43590ff4,101,4.202,,0.050888892,,5,,
2024-12-17 06:13:57.471953,0x43590ff4,101,4.223,,0.050888892,,5,,
2024-12-17 06:14:57.536057,0x43590ff4,101,4.222,,0.050888892,,5,,
2024-12-17 06:15:57.370981,0x43590ff4,101,4.211,,0.050888892,,5,,
2024-12-17 06:16:57.448018,0x43590ff4,101,4.223,,0.050888892,,5,,
2024-12-17 06:17:57.503172,0x43590ff4,101,4.221,,0.050888892,,5,,
2024-12-17 06:18:57.565931,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-17 06:19:57.619007,0x43590ff4,101,4.228,,0.050888892,,5,,
2024-12-17 06:20:57.678335,0x43590ff4,101,4.247,,0.050888892,,5,,
2024-12-17 06:21:57.735069,0x43590ff4,100,4.197,,0.050888892,,5,,
2024-12-17 06:22:57.804310,0x43590ff4,101,4.205,,0.050888892,,5,,
2024-12-17 06:23:57.864312,0x43590ff4,100,4.19,,0.050888892,,5,,
2024-12-17 06:24:57.918111,0x43590ff4,101,4.248,,0.050888892,,5,,
2024-12-17 06:25:57.969351,0x43590ff4,101,4.247,,0.050888892,,5,,
2024-12-17 06:26:57.819392,0x43590ff4,101,4.225,,0.050888892,,5,,
2024-12-17 06:27:57.879121,0x43590ff4,101,4.241,,0.050888892,,5,,
2024-12-17 06:28:57.927319,0x43590ff4,101,4.236,,0.050888892,,5,,
2024-12-17 06:29:57.985164,0x43590ff4,101,4.204,,0.050888892,,5,,
2024-12-17 06:30:58.041577,0x43590ff4,101,4.246,,0.050888892,,5,,
2024-12-17 06:31:58.097656,0x43590ff4,101,4.236,,0.050888892,,5,,
2024-12-17 06:32:58.148665,0x43590ff4,101,4.234,,0.050888892,,5,,
2024-12-17 06:33:58.199855,0x43590ff4,101,4.209,,0.050888892,,5,,
2024-12-17 06:34:58.251910,0x43590ff4,101,4.236,,0.050888892,,5,,
2024-12-17 06:35:58.326964,0x43590ff4,101,4.245,,0.03536111,,5,,5
