datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 19:54:40.828323,0x336918e8,101,4.381,9.38,2.005,5.75,-22,5,5
2024-12-17 19:54:43.863793,0x43590ff4,101,4.229,11.406667,2.5410833,,,,5
2024-12-17 19:55:44.055712,0x43590ff4,101,4.241,9.106667,2.5237777,,,,5
2024-12-17 19:56:43.924630,0x43590ff4,99,4.184,5.535,2.5171945,,,,5
2024-12-17 19:57:44.136683,0x43590ff4,100,4.2,6.2883334,2.5171945,,,,5
2024-12-17 19:58:44.086789,0x43590ff4,101,4.22,7.1933336,2.5525556,,,,5
2024-12-17 19:59:02.968441,0x433aca0c,73,3.928,10.163333,1.7072223,6.25,-5,3,3
2024-12-17 19:59:44.111731,0x43590ff4,99,4.184,9.435,2.5525556,,,,5
2024-12-17 20:00:28.470420,0x433b0b38,101,4.203,9.08,2.6757221,7.25,-21,5,5
2024-12-17 20:00:44.301873,0x43590ff4,101,4.222,12.035,2.562389,,,,5
2024-12-17 20:01:44.329819,0x43590ff4,101,4.208,6.6566668,2.562389,,,,5
2024-12-17 20:02:44.240855,0x43590ff4,101,4.203,6.6566668,2.562389,,,,5
2024-12-17 20:03:44.442990,0x43590ff4,100,4.2,6.6566668,2.5436945,,,,5
2024-12-17 20:04:44.446929,0x43590ff4,101,4.236,7.4366665,2.5436945,,,,5
2024-12-17 20:05:44.471036,0x43590ff4,100,4.193,9.08,2.5411668,,,,5
2024-12-17 20:06:28.223619,0x433b0b38,96,4.146,7.4100003,2.6636112,7.5,-20,5,5
2024-12-17 20:06:44.604145,0x43590ff4,100,4.197,9.38,2.5575833,,,5,5
2024-12-17 20:07:44.637195,0x43590ff4,101,4.238,6.6833334,2.5048335,,,,5
2024-12-17 20:08:44.800008,0x43590ff4,101,4.214,6.6833334,2.4740276,,,,5
2024-12-17 20:09:44.817063,0x43590ff4,101,4.201,5.5616665,2.443222,,,,5
2024-12-17 20:10:44.920218,0x43590ff4,101,4.227,7.258333,2.4245276,,,,5
2024-12-17 20:11:44.946363,0x43590ff4,101,4.224,6.7100005,2.4003055,,,,5
2024-12-17 20:12:28.625843,0x433b0b38,99,4.181,6.6833334,2.7045,7.25,-20,5,5
2024-12-17 20:12:44.903323,0x43590ff4,101,4.216,9.638333,2.404611,,,,5
2024-12-17 20:13:44.880468,0x43590ff4,101,4.216,6.6566668,2.4003055,,,,5
2024-12-17 20:14:44.930458,0x43590ff4,101,4.229,6.6566668,2.3881943,,,,5
2024-12-17 20:15:45.071787,0x43590ff4,99,4.188,8.38,2.3695,,,,5
2024-12-17 20:16:45.050657,0x43590ff4,101,4.223,8.71,2.3508055,,,,5
2024-12-17 20:17:08.953551,0x433aca0c,72,3.917,7.9833336,1.5861666,6.25,-6,3,3
2024-12-17 20:17:45.096662,0x43590ff4,101,4.216,9.435,2.3265834,,,,5
2024-12-17 20:18:28.689198,0x433b0b38,99,4.181,6.6833334,2.6966944,7.5,-20,5,5
2024-12-17 20:18:45.220798,0x43590ff4,101,4.204,8.653333,2.307889,,,,5
2024-12-17 20:19:45.297719,0x43590ff4,101,4.239,7.8050003,2.307889,,,,5
2024-12-17 20:20:45.242907,0x43590ff4,101,4.223,9.228333,2.3386943,,,,5
2024-12-17 20:21:45.502981,0x43590ff4,101,4.24,6.6833334,2.3144722,,,,5
2024-12-17 20:22:45.353989,0x43590ff4,101,4.236,6.6566668,2.2856946,,,,5
2024-12-17 20:23:45.563247,0x43590ff4,101,4.207,5.588333,2.2306666,,,,5
2024-12-17 20:24:28.976478,0x433b0b38,98,4.167,6.6566668,2.6966944,6.25,-20,5,5
2024-12-17 20:24:45.523989,0x43590ff4,101,4.231,7.5049996,2.1955554,,,,5
2024-12-17 20:25:45.662204,0x43590ff4,101,4.211,8.353333,2.1955554,,,,5
2024-12-17 20:26:45.576347,0x43590ff4,101,4.227,8.136666,2.1955554,,,,5
2024-12-17 20:27:45.632141,0x43590ff4,101,4.241,6.6833334,2.16475,,,,5
2024-12-17 20:28:45.834398,0x43590ff4,101,4.234,6.6833334,2.1339445,,,,5
2024-12-17 20:29:45.729184,0x43590ff4,101,4.246,6.6566668,2.1460555,,,,5
2024-12-17 20:30:29.162804,0x433b0b38,95,4.123,9.201667,2.660361,6.5,-20,5,5
2024-12-17 20:30:41.161175,0x336918e8,101,4.314,10.323333,2.0301943,6.25,-22,5,5
2024-12-17 20:30:45.938286,0x43590ff4,101,4.211,13.169999,2.1657224,,,,5
