datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 18:08:26.600936,0x433b0b38,27.234175,34.6363,1022.5098,148.3628,82,,,5.5,-18,5,5
2024-12-17 18:08:26.685754,0x433b0b38,27.236744,34.60307,1022.48914,150.85445,70,,,5.75,-18,5,5
2024-12-17 18:08:41.097303,0x433b0b38,27.24446,34.579952,1022.4572,151.52412,65,,,6.25,-20,5,5
2024-12-17 18:09:41.157564,0x433b0b38,27.241886,34.56711,1022.4512,151.65877,63,,,5.75,-18,5,5
2024-12-17 18:10:21.309685,0x433aca0c,27.89679,32.608635,1022.93677,231.08142,93,,,6.25,-6,3,3
2024-12-17 18:10:41.148216,0x433b0b38,27.23583,34.544956,1022.427,152.3356,59,,,5.75,-18,5,5
2024-12-17 18:11:41.449469,0x433b0b38,27.255121,34.539673,1022.44824,151.52412,61,,,5.75,-18,5,5
2024-12-17 18:12:41.187509,0x433b0b38,27.280457,34.514107,1022.4826,151.79366,62,,,5.25,-19,5,5
2024-12-17 18:13:41.215463,0x433b0b38,27.283028,34.488625,1022.48706,151.65877,61,,,6.25,-19,5,5
2024-12-17 18:14:41.217575,0x433b0b38,27.290741,34.454956,1022.5089,152.47171,59,,,6.0,-19,5,5
2024-12-17 18:15:41.237585,0x433b0b38,27.295883,34.43325,1022.4909,151.52412,63,,,5.75,-19,5,5
2024-12-17 18:16:41.451561,0x433b0b38,27.295883,34.414337,1022.4439,152.3356,63,,,6.5,-19,5,5
2024-12-17 18:17:41.267422,0x433b0b38,27.293314,34.428986,1022.43274,150.32295,71,,,5.75,-19,5,5
2024-12-17 18:18:41.372501,0x433b0b38,27.298456,34.418335,1022.425,151.79366,66,,,6.5,-19,5,5
2024-12-17 18:19:41.407500,0x433b0b38,27.293314,34.396973,1022.4226,150.9879,65,,,6.25,-20,5,5
2024-12-17 18:20:41.333572,0x433b0b38,27.277885,34.433357,1022.4111,150.32295,71,,,6.0,-19,5,5
2024-12-17 18:21:41.560604,0x433b0b38,27.277885,34.401608,1022.4228,151.38971,65,,,5.75,-18,5,5
2024-12-17 18:22:41.437602,0x433b0b38,27.283028,34.379658,1022.4267,152.3356,62,,,6.75,-20,5,5
