datetime,fromNode,ch3Voltage,ch3Current,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 15:09:51.044393,0x433b0b38,4.72375,-3.75,6.25,-16,5,5
2024-12-17 15:13:49.901751,0x433b0b38,4.725,-5.0,6.5,-14,5,5
2024-12-17 15:18:51.843107,0x433b0b38,4.7175,-3.75,6.5,-18,5,5
2024-12-17 15:23:53.126730,0x433b0b38,4.7075,-2.5,7.25,-16,5,5
2024-12-17 15:28:53.864853,0x433b0b38,4.6825,-1.25,6.5,-17,5,5
2024-12-17 15:33:55.348872,0x433b0b38,4.68,-3.75,6.25,-17,5,5
2024-12-17 15:38:56.066399,0x433b0b38,4.7175,-2.5,6.5,-18,5,5
2024-12-17 15:43:56.578659,0x433b0b38,4.725,-2.5,5.75,-16,5,5
2024-12-17 15:48:58.313857,0x433b0b38,4.72375,-2.5,7.0,-17,5,5
