datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 20:31:45.851481,0x43590ff4,99,4.184,6.6566668,2.159139,,,,5
2024-12-17 20:32:45.852460,0x43590ff4,101,4.22,7.8050003,2.1657224,,,,5
2024-12-17 20:33:45.892526,0x43590ff4,101,4.243,6.6566668,2.1536112,,,,5
2024-12-17 20:34:45.964568,0x43590ff4,101,4.25,8.5616665,2.1702778,,,,5
2024-12-17 20:35:04.134076,0x433aca0c,72,3.914,8.23,1.6255833,6.25,-6,3,3
2024-12-17 20:35:45.974399,0x43590ff4,101,4.228,9.283333,2.11525,,,,5
2024-12-17 20:36:29.555003,0x433b0b38,98,4.167,8.136666,2.6689723,6.75,-20,5,5
2024-12-17 20:36:46.155659,0x43590ff4,101,4.215,7.863333,2.1172779,,,5,5
2024-12-17 20:37:46.291601,0x43590ff4,101,4.261,8.656667,2.1394722,,,,5
2024-12-17 20:38:46.257730,0x43590ff4,101,4.217,6.6566668,2.1328888,,,,5
2024-12-17 20:39:46.297679,0x43590ff4,101,4.204,6.7100005,2.1207778,,,,5
2024-12-17 20:40:46.310624,0x43590ff4,99,4.188,9.08,2.1328888,,,,5
2024-12-17 20:41:46.350768,0x43590ff4,101,4.209,8.531667,2.1166945,,,,5
2024-12-17 20:42:29.654207,0x433b0b38,95,4.127,6.6833334,2.6205277,7.5,-20,5,5
2024-12-17 20:42:46.430741,0x43590ff4,101,4.226,8.653333,2.1573334,,,,5
2024-12-17 20:43:46.603664,0x43590ff4,101,4.234,6.6566668,2.1265278,,,,5
2024-12-17 20:44:46.649824,0x43590ff4,101,4.201,6.6566668,2.1058054,,,,5
2024-12-17 20:45:46.598703,0x43590ff4,101,4.219,8.955,2.089139,,,,5
2024-12-17 20:46:46.646763,0x43590ff4,101,4.243,6.261667,2.0704443,,,,5
2024-12-17 20:47:46.750655,0x43590ff4,101,4.251,5.535,2.039639,,,,5
2024-12-17 20:48:29.917183,0x433b0b38,99,4.186,6.6566668,2.5841944,7.0,-19,5,5
2024-12-17 20:48:46.693508,0x43590ff4,101,4.239,7.5049996,2.0638611,,,,5
2024-12-17 20:49:46.779717,0x43590ff4,101,4.233,6.7100005,2.0825555,,,,5
2024-12-17 20:50:46.723593,0x43590ff4,100,4.193,8.353333,2.0583334,,,,5
2024-12-17 20:51:46.902778,0x43590ff4,101,4.22,6.6566668,2.034111,,,,5
2024-12-17 20:52:46.920681,0x43590ff4,101,4.239,8.71,2.0507777,,,,5
2024-12-17 20:53:04.335390,0x433aca0c,71,3.901,7.2566667,1.7234167,6.25,-6,3,3
2024-12-17 20:53:47.032619,0x43590ff4,101,4.217,8.708333,2.0671945,,,,5
2024-12-17 20:54:30.155008,0x433b0b38,100,4.195,6.6566668,2.577611,7.0,-20,5,5
2024-12-17 20:54:46.931599,0x43590ff4,101,4.205,8.626667,2.0793056,,,,5
2024-12-17 20:55:46.919587,0x43590ff4,101,4.203,8.353333,2.0441945,,,,5
2024-12-17 20:56:47.064457,0x43590ff4,99,4.186,7.383333,2.0684166,,,,5
2024-12-17 20:57:47.034721,0x43590ff4,99,4.183,5.535,2.0749998,,,,5
2024-12-17 20:58:47.102621,0x43590ff4,99,4.186,7.9683332,2.076139,,,,5
2024-12-17 20:59:47.122708,0x43590ff4,101,4.247,4.44,2.0286667,,,,5
2024-12-17 21:00:31.369148,0x433b0b38,96,4.146,7.626667,2.5854166,7.25,-20,5,5
2024-12-17 21:00:47.145724,0x43590ff4,100,4.194,8.08,2.0738611,,,,5
2024-12-17 21:01:47.361584,0x43590ff4,100,4.194,7.4100003,2.0574446,,,,5
2024-12-17 21:02:47.384818,0x43590ff4,101,4.208,6.7100005,2.026639,,,,5
2024-12-17 21:03:47.359762,0x43590ff4,101,4.227,6.6566668,2.026639,,,,5
2024-12-17 21:04:47.393851,0x43590ff4,98,4.174,7.4100003,2.0321667,,,,5
2024-12-17 21:05:47.391794,0x43590ff4,101,4.218,8.38,2.0013611,,,,5
2024-12-17 21:06:31.950378,0x433b0b38,98,4.164,5.9300003,2.5687501,7.0,-20,5,5
2024-12-17 21:06:41.482645,0x336918e8,101,4.264,8.626667,1.7844999,6.25,-22,5,5
2024-12-17 21:06:47.565876,0x43590ff4,100,4.199,10.653334,2.0177777,,,5,5
2024-12-17 21:07:47.539886,0x43590ff4,100,4.198,6.6566668,1.9705557,,,,5
2024-12-17 21:08:47.763832,0x43590ff4,101,4.203,6.7100005,1.9892501,,,,5
2024-12-17 21:09:47.627891,0x43590ff4,101,4.226,6.6566668,1.977139,,,,5
2024-12-17 21:10:47.820971,0x43590ff4,100,4.197,14.841667,2.03075,,,,5
2024-12-17 21:11:04.440657,0x433aca0c,70,3.897,14.088333,1.8568333,6.25,-5,3,3
2024-12-17 21:11:47.883893,0x43590ff4,101,4.216,7.5616665,2.0549722,,,,5
