datetime,fromNode,temperature,relativeHumidity,barometricPressure,gasResistance,iaq,windDirection,windSpeed,rxSnr,rxRssi,hopStart,hopLimit
2024-12-17 15:09:50.767398,0x433b0b38,27.170042,35.158318,1022.10144,150.72122,52,,,6.5,-19,5,5
2024-12-17 15:09:50.874533,0x433b0b38,27.17976,35.122288,1022.1094,149.40181,53,,,6.5,-14,5,5
2024-12-17 15:09:50.987565,0x433b0b38,27.198402,35.112015,1022.1137,150.05861,51,,,6.5,-17,5,5
2024-12-17 15:09:51.129455,0x433b0b38,27.198175,35.146038,1022.10864,150.19067,52,,,6.0,-16,5,5
2024-12-17 15:09:51.242085,0x433b0b38,27.185318,35.185825,1022.09467,147.8487,69,,,7.5,-19,5,4
2024-12-17 15:09:51.385212,0x433b0b38,27.195072,35.124744,1022.0639,149.5327,54,,,5.75,-15,5,5
2024-12-17 15:09:51.555160,0x433b0b38,27.19277,35.126312,1022.0611,149.7952,54,,,6.25,-15,5,5
2024-12-17 15:10:20.693135,0x433b0b38,27.229109,35.17637,1022.0346,150.85445,53,,,6.0,-16,5,5
2024-12-17 15:11:21.069743,0x433b0b38,27.273045,35.164875,1022.04156,150.32295,50,,,6.5,-13,5,5
2024-12-17 15:12:20.535064,0x433b0b38,27.306168,35.12892,1022.0238,149.66385,54,,,7.0,-14,5,5
2024-12-17 15:13:20.938231,0x433b0b38,27.339787,35.11224,1022.0466,149.7952,54,,,6.0,-15,5,5
2024-12-17 15:14:21.830858,0x433b0b38,27.350819,35.12423,1022.0559,149.40181,54,,,6.5,-22,5,5
2024-12-17 15:15:20.546742,0x433b0b38,27.316246,35.320374,1022.07245,149.27113,53,,,8.0,-16,5,5
2024-12-17 15:16:21.555574,0x433b0b38,27.336723,35.227932,1022.0773,149.5327,51,,,7.5,-16,5,5
2024-12-17 15:17:21.650318,0x433b0b38,27.349882,35.169254,1022.071,147.8487,64,,,7.25,-17,5,5
2024-12-17 15:18:21.576167,0x433b0b38,27.360167,35.141,1022.0586,150.19067,52,,,6.5,-16,5,5
2024-12-17 15:19:21.235020,0x433b0b38,27.373213,35.113842,1022.07074,149.40181,54,,,7.5,-16,5,5
2024-12-17 15:20:22.200884,0x433b0b38,27.375708,35.100925,1022.06024,149.66385,53,,,7.0,-20,5,5
2024-12-17 15:21:24.576630,0x433b0b38,27.373138,35.059074,1022.0372,150.85445,51,,,6.0,-18,5,5
2024-12-17 15:22:21.898764,0x433b0b38,27.375782,34.981415,1022.01483,150.85445,51,,,7.75,-18,5,5
2024-12-17 15:23:22.985650,0x433b0b38,27.388565,34.971176,1022.032,150.45549,57,,,6.25,-17,5,5
2024-12-17 15:24:23.467574,0x433b0b38,27.38864,34.981678,1022.0152,149.14069,61,,,7.5,-17,5,5
2024-12-17 15:25:21.935838,0x433b0b38,27.393707,35.001434,1021.9974,149.7952,57,,,6.5,-17,5,5
2024-12-17 15:26:22.330187,0x433b0b38,27.396164,34.982567,1022.0087,147.08417,73,,,6.0,-18,5,5
2024-12-17 15:27:22.364412,0x433b0b38,27.409021,34.971848,1022.02576,148.88048,62,,,6.25,-18,5,5
2024-12-17 15:28:18.865127,0x433aca0c,27.593887,33.30384,1022.4716,234.19185,67,,,6.25,-6,3,3
2024-12-17 15:28:22.034171,0x433b0b38,27.403994,34.909958,1022.0252,149.40181,58,,,5.5,-18,5,5
2024-12-17 15:29:23.896014,0x433b0b38,27.406448,34.954517,1022.04645,149.01048,63,,,6.5,-18,5,5
2024-12-17 15:30:25.296653,0x433b0b38,27.403994,34.98141,1022.0319,148.88048,61,,,6.25,-18,5,5
2024-12-17 15:31:24.148087,0x433b0b38,27.40388,34.97122,1022.0622,148.75072,65,,,6.0,-18,5,5
2024-12-17 15:32:23.940996,0x433b0b38,27.409021,34.758465,1022.0795,150.85445,54,,,6.25,-18,5,5
2024-12-17 15:33:24.230075,0x433b0b38,27.414278,34.822582,1022.09,150.85445,55,,,5.75,-18,5,5
2024-12-17 15:34:23.642082,0x433b0b38,27.424448,34.80245,1022.1332,151.65877,53,,,5.75,-18,5,5
2024-12-17 15:35:23.932246,0x433b0b38,27.42199,34.86387,1022.1471,150.32295,55,,,6.0,-19,5,5
2024-12-17 15:36:23.904090,0x433b0b38,27.424637,34.838898,1022.1634,149.5327,60,,,6.0,-18,5,5
2024-12-17 15:37:26.055732,0x433b0b38,27.42959,34.837574,1022.1638,150.19067,57,,,6.0,-18,5,5
2024-12-17 15:38:26.935534,0x433b0b38,27.439875,34.754997,1022.1833,150.85445,55,,,5.75,-18,5,5
2024-12-17 15:39:26.843151,0x433b0b38,27.440063,34.75928,1022.1815,151.12161,54,,,6.25,-18,5,5
2024-12-17 15:40:27.345946,0x433b0b38,27.457874,34.76805,1022.1926,150.72122,54,,,5.75,-19,5,5
2024-12-17 15:41:24.724593,0x433b0b38,27.470732,34.733116,1022.18976,150.72122,53,,,6.0,-18,5,5
2024-12-17 15:42:27.200208,0x433b0b38,27.486158,35.07144,1022.2065,148.75072,68,,,6.5,-17,5,5
2024-12-17 15:43:25.856653,0x433b0b38,27.501587,34.826057,1022.2163,149.40181,54,,,6.0,-16,5,5
2024-12-17 15:44:24.997014,0x433b0b38,27.499016,34.63683,1022.2269,151.38971,52,,,6.25,-17,5,5
2024-12-17 15:45:27.083131,0x433b0b38,27.501587,34.6827,1022.228,150.19067,56,,,6.25,-17,5,5
2024-12-17 15:46:18.951974,0x433aca0c,27.778152,33.105938,1022.70404,235.02435,68,,,6.25,-6,3,3
2024-12-17 15:46:33.576315,0x433b0b38,27.493874,34.69088,1022.26495,150.9879,52,,,5.75,-22,5,4
2024-12-17 15:47:27.689745,0x433b0b38,27.493874,34.695324,1022.26337,151.12161,58,,,6.0,-18,5,5
2024-12-17 15:48:29.448958,0x433b0b38,27.504158,34.727528,1022.2712,149.7952,59,,,6.5,-17,5,5
2024-12-17 15:49:27.520066,0x433b0b38,27.499016,34.647144,1022.26215,150.32295,56,,,6.0,-18,5,5
2024-12-17 15:50:27.639153,0x433b0b38,27.488731,34.68134,1022.2394,149.5327,58,,,6.25,-17,5,5
