datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 01:36:44.832000,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 01:37:44.891107,0x43590ff4,101,4.206,,0.031055557,,5,,
2024-12-17 01:38:44.945359,0x43590ff4,101,4.207,,0.031055557,,5,,
2024-12-17 01:39:45.004273,0x43590ff4,101,4.254,,0.031055557,,5,,
2024-12-17 01:40:45.060212,0x43590ff4,101,4.253,,0.031055557,,5,,
2024-12-17 01:41:45.110447,0x43590ff4,101,4.243,,0.031055557,,5,,
2024-12-17 01:42:45.163321,0x43590ff4,101,4.217,,0.031055557,,5,,
2024-12-17 01:43:45.218617,0x43590ff4,101,4.217,,0.031055557,,5,,
2024-12-17 01:44:45.278596,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 01:45:45.332563,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 01:46:45.395816,0x43590ff4,101,4.207,,0.031055557,,5,,
2024-12-17 01:47:45.459772,0x43590ff4,101,4.225,,0.031055557,,5,,
2024-12-17 01:48:45.303720,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-17 01:49:45.374949,0x43590ff4,101,4.211,,0.031055557,,5,,
2024-12-17 01:50:45.425816,0x43590ff4,101,4.242,,0.031055557,,5,,
2024-12-17 01:51:45.476044,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 01:52:45.521043,0x43590ff4,101,4.255,,0.031055557,,5,,
2024-12-17 01:53:45.578934,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 01:54:45.635149,0x43590ff4,101,4.241,,0.031055557,,5,,
2024-12-17 01:55:45.686029,0x43590ff4,101,4.257,,0.031055557,,5,,
2024-12-17 01:56:45.745020,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 01:57:45.802053,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-17 01:58:45.855847,0x43590ff4,101,4.238,,0.031055557,,5,,
2024-12-17 01:59:45.910070,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 02:00:45.965852,0x43590ff4,101,4.252,,0.031055557,,5,,
2024-12-17 02:01:46.032836,0x43590ff4,101,4.228,,0.031055557,,5,,
2024-12-17 02:02:45.873724,0x43590ff4,101,4.213,,0.031055557,,5,,
2024-12-17 02:03:45.932745,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 02:04:45.991730,0x43590ff4,101,4.238,,0.031055557,,5,,
2024-12-17 02:05:46.136658,0x43590ff4,101,4.233,,0.015527778,,5,,5
2024-12-17 02:06:46.189613,0x43590ff4,101,4.248,,0.031055557,,5,,
2024-12-17 02:07:46.239765,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:08:46.289675,0x43590ff4,101,4.259,,0.031055557,,5,,
2024-12-17 02:09:46.345803,0x43590ff4,101,4.246,,0.031055557,,5,,
2024-12-17 02:10:46.404994,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 02:11:46.429700,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-17 02:12:46.479808,0x43590ff4,101,4.25,,0.031055557,,5,,
2024-12-17 02:13:46.529687,0x43590ff4,101,4.266,,0.031055557,,5,,
2024-12-17 02:14:46.581586,0x43590ff4,101,4.218,,0.031055557,,5,,
2024-12-17 02:15:46.535938,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:16:46.690750,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:17:46.739870,0x43590ff4,100,4.2,,0.031055557,,5,,
2024-12-17 02:18:46.786841,0x43590ff4,100,4.2,,0.031055557,,5,,
2024-12-17 02:19:46.838833,0x43590ff4,101,4.225,,0.031055557,,5,,
2024-12-17 02:20:46.739887,0x43590ff4,101,4.231,,0.031055557,,5,,
2024-12-17 02:21:46.920870,0x43590ff4,101,4.224,,0.031055557,,5,,
2024-12-17 02:22:46.973799,0x43590ff4,101,4.219,,0.031055557,,5,,
2024-12-17 02:23:47.047025,0x43590ff4,101,4.234,,0.031055557,,5,,
2024-12-17 02:24:47.100969,0x43590ff4,101,4.223,,0.031055557,,5,,
2024-12-17 02:25:46.942985,0x43590ff4,101,4.235,,0.031055557,,5,,
2024-12-17 02:26:47.179986,0x43590ff4,101,4.218,,0.031055557,,5,,
2024-12-17 02:27:47.024828,0x43590ff4,101,4.26,,0.031055557,,5,,
2024-12-17 02:28:47.069971,0x43590ff4,101,4.229,,0.031055557,,5,,
2024-12-17 02:29:47.123175,0x43590ff4,101,4.205,,0.031055557,,5,,
2024-12-17 02:30:47.146441,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:31:47.207177,0x43590ff4,101,4.212,,0.031055557,,5,,
2024-12-17 02:32:47.251322,0x43590ff4,101,4.208,,0.031055557,,5,,
2024-12-17 02:33:47.306407,0x43590ff4,101,4.201,,0.031055557,,5,,
2024-12-17 02:34:47.372491,0x43590ff4,101,4.231,,0.031055557,,5,,
2024-12-17 02:35:47.492549,0x43590ff4,101,4.255,,0.031055557,,5,,5
