datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 08:02:39.011769,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:03:38.959999,0x433aca0c,,,,,,,6.75,3,-5,3
2024-12-17 08:04:39.104856,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:05:39.273056,0x433aca0c,,,,,,,6.5,3,-5,3
2024-12-17 08:06:39.627060,0x433aca0c,,,,,,,6.5,3,-6,3
2024-12-17 08:07:39.970177,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:08:40.013266,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:09:40.033114,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:10:40.077423,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:11:40.229512,0x433aca0c,,,,,,,6.5,3,-6,3
2024-12-17 08:12:40.598198,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 08:13:40.559699,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:14:40.758390,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:15:40.871937,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:16:41.492539,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:17:41.314400,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 08:18:41.350956,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 08:19:41.519809,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 08:20:41.876487,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:21:41.882418,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 08:22:42.051433,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 08:23:42.239865,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:24:42.777690,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:25:42.629660,0x433aca0c,,,,,,,6.75,3,-6,3
2024-12-17 08:26:42.770635,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:27:42.937533,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 08:28:43.160379,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:29:43.183330,0x433aca0c,,,,,,,6.5,3,-6,3
2024-12-17 08:30:43.502020,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:31:43.690949,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:32:43.709873,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:33:44.234044,0x433aca0c,,,,,,,6.25,3,-5,3
2024-12-17 08:34:44.050841,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:35:44.259799,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 08:36:44.411692,0x433aca0c,,,,,,,6.5,3,-6,3
