datetime,fromNode,batteryLevel,voltage,channelUtilization,airUtilTx,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 02:36:47.706684,0x43590ff4,101,4.24,0.9316667,0.031055557,,5,,
2024-12-17 02:37:47.565724,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-17 02:38:47.613130,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:39:47.663943,0x43590ff4,101,4.249,,0.031055557,,5,,
2024-12-17 02:40:47.687866,0x43590ff4,101,4.218,,0.031055557,,5,,
2024-12-17 02:41:47.763207,0x43590ff4,101,4.24,,0.031055557,,5,,
2024-12-17 02:42:47.813184,0x43590ff4,101,4.232,,0.031055557,,5,,
2024-12-17 02:43:47.864048,0x43590ff4,101,4.234,,0.031055557,,5,,
2024-12-17 02:44:47.905348,0x43590ff4,101,4.246,,0.031055557,,5,,
2024-12-17 02:45:47.892161,0x43590ff4,101,4.257,,0.031055557,,5,,
2024-12-17 02:46:47.988395,0x43590ff4,101,4.202,,0.031055557,,5,,
2024-12-17 02:47:48.042372,0x43590ff4,101,4.214,,0.031055557,,5,,
2024-12-17 02:48:48.099454,0x43590ff4,100,4.198,,0.031055557,,5,,
2024-12-17 02:49:48.152573,0x43590ff4,101,4.222,,0.031055557,,5,,
2024-12-17 02:50:48.095526,0x43590ff4,101,4.217,,0.031055557,,5,,
2024-12-17 02:51:48.258620,0x43590ff4,100,4.194,,0.031055557,,5,,
2024-12-17 02:52:48.307645,0x43590ff4,101,4.215,,0.031055557,,5,,
2024-12-17 02:53:48.361723,0x43590ff4,101,4.245,,0.031055557,,5,,
2024-12-17 02:54:48.427835,0x43590ff4,101,4.216,,0.031055557,,5,,
2024-12-17 02:55:48.298784,0x43590ff4,100,4.2,,0.031055557,,5,,
2024-12-17 02:56:48.528715,0x43590ff4,101,4.237,,0.031055557,,5,,
2024-12-17 02:57:48.379891,0x43590ff4,101,4.233,,0.031055557,,5,,
2024-12-17 02:58:48.463958,0x43590ff4,100,4.194,1.19,0.050888892,,5,,
2024-12-17 02:59:48.514039,0x43590ff4,101,4.24,,0.050888892,,5,,
2024-12-17 03:00:48.575993,0x43590ff4,101,4.211,,0.050888892,,5,,
2024-12-17 03:01:48.635993,0x43590ff4,101,4.234,,0.050888892,,5,,
2024-12-17 03:02:48.685126,0x43590ff4,101,4.21,,0.050888892,,5,,
2024-12-17 03:03:48.741142,0x43590ff4,101,4.252,,0.050888892,,5,,
2024-12-17 03:04:48.791150,0x43590ff4,101,4.228,,0.050888892,,5,,
2024-12-17 03:05:48.853033,0x43590ff4,101,4.213,,0.050888892,,5,,5
2024-12-17 03:06:48.907107,0x43590ff4,101,4.231,,0.050888892,,5,,
2024-12-17 03:07:48.955149,0x43590ff4,101,4.235,,0.050888892,,5,,
2024-12-17 03:08:49.008098,0x43590ff4,101,4.255,,0.050888892,,5,,
2024-12-17 03:09:49.064810,0x43590ff4,101,4.266,,0.050888892,,5,,
2024-12-17 03:10:49.127984,0x43590ff4,101,4.243,,0.050888892,,5,,
2024-12-17 03:11:49.184841,0x43590ff4,101,4.203,,0.050888892,,5,,
2024-12-17 03:12:49.232738,0x43590ff4,101,4.24,,0.050888892,,5,,
2024-12-17 03:13:49.279900,0x43590ff4,101,4.226,,0.050888892,,5,,
2024-12-17 03:14:49.338772,0x43590ff4,101,4.241,,0.050888892,,5,,
2024-12-17 03:15:49.398909,0x43590ff4,101,4.209,,0.050888892,,5,,
2024-12-17 03:16:49.430797,0x43590ff4,99,4.178,,0.050888892,,5,,
2024-12-17 03:17:49.466772,0x43590ff4,101,4.239,,0.050888892,,5,,
2024-12-17 03:18:49.525858,0x43590ff4,101,4.242,,0.050888892,,5,,
2024-12-17 03:19:49.575739,0x43590ff4,101,4.233,,0.050888892,,5,,
2024-12-17 03:20:49.629755,0x43590ff4,101,4.217,,0.050888892,,5,,
2024-12-17 03:21:49.678825,0x43590ff4,101,4.255,,0.050888892,,5,,
2024-12-17 03:22:49.530679,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-17 03:23:49.570938,0x43590ff4,101,4.237,,0.050888892,,5,,
2024-12-17 03:24:49.630827,0x43590ff4,101,4.218,,0.050888892,,5,,
2024-12-17 03:25:49.672809,0x43590ff4,101,4.222,,0.050888892,,5,,
2024-12-17 03:26:49.732958,0x43590ff4,101,4.247,,0.050888892,,5,,
2024-12-17 03:27:49.785855,0x43590ff4,101,4.213,,0.050888892,,5,,
2024-12-17 03:28:49.842109,0x43590ff4,101,4.22,,0.050888892,,5,,
2024-12-17 03:29:49.893958,0x43590ff4,101,4.227,,0.050888892,,5,,
2024-12-17 03:30:49.943882,0x43590ff4,101,4.228,,0.050888892,,5,,
2024-12-17 03:31:50.012104,0x43590ff4,101,4.208,,0.050888892,,5,,
2024-12-17 03:32:50.063974,0x43590ff4,100,4.194,,0.050888892,,5,,
2024-12-17 03:33:50.122916,0x43590ff4,101,4.259,,0.050888892,,5,,
2024-12-17 03:34:50.176042,0x43590ff4,101,4.214,,0.050888892,,5,,
2024-12-17 03:35:50.243096,0x43590ff4,101,4.207,,0.03536111,,5,,5
